시도,시군구,지방채,기타,국비,차관,세입수수료,지방비_분류,지방비,year
경기,연천군,0,0,0,0,868000,자체예산,4003114,2017
경기,가평군,0,0,0,0,1769000,자체예산,3660410,2017
경기,양평군,0,0,7800,0,1753000,자체예산,9649963,2017
충북,충북,0,0,0,0,0,자체예산,0,2017
충북,청주시,0,0,611150,0,12394000,자체예산,64884589,2017
충북,충주시,0,0,0,0,5017000,자체예산,14150980,2017
충북,제천시,0,0,0,0,2315000,자체예산,2788000,2017
충북,보은군,0,0,0,0,433000,자체예산,4743410,2017
충북,옥천군,0,0,0,0,684000,자체예산,5357028,2017
충북,영동군,0,0,0,0,620000,자체예산,5924240,2017
충북,증평군,0,471188,0,0,598000,자체예산,3675619,2017
충북,진천군,0,3031684,0,0,1339000,자체예산,6419411,2017
충북,괴산군,0,0,395200,0,378000,자체예산,1367851,2017
충북,음성군,0,0,243400,0,1515000,자체예산,9435912,2017
충북,단양군,0,0,0,0,399000,자체예산,1322064,2017
충남,충남,0,0,0,0,0,자체예산,0,2017
충남,천안시,0,0,31000,0,19985000,자체예산,59372290,2017
충남,공주시,0,0,73000,0,1338000,자체예산,9840592,2017
충남,보령시,0,0,25200,0,2280000,자체예산,14054469,2017
충남,아산시,0,0,0,0,5017000,자체예산,19078536,2017
충남,서산시,0,0,990000,0,3026000,자체예산,26132240,2017
충남,논산시,0,0,822000,0,1828000,자체예산,16901214,2017
충남,계룡시,0,0,500,0,755000,자체예산,4755115,2017
충남,당진시,0,0,0,0,2545000,자체예산,13122696,2017
충남,금산군,0,0,1828000,0,447000,자체예산,5717101,2017
충남,부여군,0,0,97000,0,551000,자체예산,3287849,2017
충남,서천군,0,0,720000,0,630000,자체예산,9910482,2017
충남,청양군,0,0,30000,0,348000,자체예산,2092617,2017
충남,홍성군,0,0,0,0,1676000,자체예산,11602770,2017
충남,예산군,0,0,805000,0,1304000,자체예산,10578270,2017
충남,태안군,0,0,242000,0,1228000,자체예산,13538096,2017
전북,전북,0,0,0,0,0,자체예산,0,2017
전북,전주시,0,0,131730,0,16925000,자체예산,72609618,2017
전북,군산시,0,0,0,0,6006000,자체예산,31251890,2017
전북,익산시,0,0,0,0,5866000,자체예산,22572010,2017
전북,정읍시,0,0,497600,0,1382000,자체예산,10659080,2017
전북,남원시,0,0,1553170,0,953000,자체예산,8478093,2017
전북,김제시,0,0,94866,0,695000,자체예산,6369137,2017
전북,완주군,0,0,354600,0,1077000,자체예산,4626212,2017
전북,진안군,0,0,0,0,221000,자체예산,4235915,2017
전북,무주군,0,0,257498,0,292000,자체예산,3073916,2017
전북,장수군,0,0,136890,0,209000,자체예산,7250565,2017
전북,임실군,0,0,239100,0,314000,자체예산,1947837,2017
전북,순창군,0,0,0,0,227000,자체예산,1437695,2017
전북,고창군,0,0,1823000,0,543000,자체예산,9486074,2017
전북,부안군,0,0,1213460,0,774000,자체예산,5458163,2017
전남,전남,0,0,0,0,0,자체예산,0,2017
전남,목포시,0,0,0,0,4528000,자체예산,13409293,2017
전남,여수시,0,0,0,0,4876000,자체예산,33684832,2017
전남,순천시,0,0,1645000,0,4754000,자체예산,39295944,2017
전남,나주시,0,0,0,0,1197000,자체예산,6961718,2017
전남,광양시,0,0,0,0,2732000,자체예산,14891959,2017
전남,담양군,0,0,0,0,627000,자체예산,3960254,2017
전남,곡성군,0,0,0,0,360000,자체예산,2182550,2017
전남,구례군,0,0,0,0,331000,자체예산,1774212,2017
전남,고흥군,0,0,0,0,859000,자체예산,8934648,2017
전남,보성군,0,0,0,0,355000,자체예산,6308050,2017
전남,화순군,0,0,0,0,847000,자체예산,1976014,2017
전남,장흥군,0,0,0,0,469000,자체예산,386267,2017
전남,강진군,0,0,193050,0,421000,자체예산,1267530,2017
전남,해남군,0,0,160509,0,935000,자체예산,6918317,2017
전남,영암군,0,0,0,0,716000,자체예산,4415218,2017
전남,무안군,0,0,735990,0,1065000,자체예산,9139068,2017
전남,함평군,0,0,33500,0,315000,자체예산,3273469,2017
전남,영광군,0,0,20090,0,550000,자체예산,2039561,2017
전남,장성군,0,0,106500,0,439000,자체예산,5053268,2017
전남,완도군,0,0,2431000,0,557000,자체예산,6637457,2017
전남,진도군,0,0,0,0,237000,자체예산,4408729,2017
전남,신안군,0,0,115770,0,215000,자체예산,3850688,2017
경북,경북,0,0,0,0,0,자체예산,0,2017
경북,포항시,0,0,20753000,0,12737000,자체예산,45099800,2017
경북,경주시,0,0,5500,0,4477000,자체예산,25664706,2017
경북,김천시,0,0,23500,0,1247000,자체예산,9236592,2017
경북,안동시,0,0,412400,0,2231000,자체예산,18872579,2017
경북,구미시,0,0,14500,0,8016000,자체예산,37705488,2017
경북,영주시,0,0,38000,0,1173000,자체예산,7929526,2017
경북,영천시,0,0,0,0,1349000,자체예산,4418000,2017
경북,상주시,0,0,77000,0,853000,자체예산,5313528,2017
경북,문경시,0,0,20500,0,1129000,자체예산,11705359,2017
경북,경산시,0,0,137300,0,3693000,자체예산,21848533,2017
경북,의성군,0,0,60000,0,349000,자체예산,5547577,2017
경북,청송군,0,0,39100,0,133000,자체예산,4817345,2017
경북,영양군,0,0,0,0,141000,자체예산,1978230,2017
경북,영덕군,0,0,6000,0,600000,자체예산,5818886,2017
경북,청도군,0,0,0,0,432000,자체예산,3121685,2017
경북,고령군,0,0,63800,0,422000,자체예산,2981984,2017
경북,성주군,0,0,625500,0,455000,자체예산,5598389,2017
경북,칠곡군,0,0,0,0,1839000,자체예산,7645550,2017
경북,예천군,0,0,50000,0,492000,자체예산,4742400,2017
경북,봉화군,0,0,0,0,399000,자체예산,3005904,2017
경북,울진군,0,0,20000,0,709000,자체예산,9526933,2017
경북,울릉군,0,0,0,0,83000,자체예산,4563192,2017
경남,경남,0,0,0,0,0,자체예산,0,2017
경남,창원시,0,0,1072000,0,29277000,자체예산,60512815,2017
경남,진주시,0,0,36000,0,8071000,자체예산,28610635,2017
경남,통영시,0,0,100172,0,3399000,자체예산,23893946,2017
경남,사천시,0,0,848840,0,2381000,자체예산,12922513,2017
경남,김해시,0,0,0,0,10356000,자체예산,30839640,2017
경남,밀양시,0,0,0,0,1902000,자체예산,11217310,2017
경남,거제시,0,0,3500,0,8614000,자체예산,10604725,2017
경남,양산시,0,0,736150,0,8755000,자체예산,31221682,2017
경남,의령군,0,0,11857,0,417000,자체예산,1087374,2017
경남,함안군,0,0,88500,0,1137000,자체예산,7203354,2017
경남,창녕군,0,0,0,0,868000,자체예산,2864054,2017
경남,고성군,0,0,0,0,790000,자체예산,4798005,2017
경남,남해군,0,0,191987,0,557000,자체예산,5542035,2017
경남,하동군,0,0,157631,0,632000,자체예산,4616051,2017
경남,산청군,0,0,397453,0,719000,자체예산,3076926,2017
경남,함양군,0,0,724697,0,576000,자체예산,2697363,2017
경남,거창군,0,0,2260500,0,1156000,자체예산,11531661,2017
경남,합천군,0,0,0,0,638000,자체예산,3428937,2017
제주,제주,0,0,21495155,0,28984000,자체예산,0,2017
제주,제주시,0,0,780000,0,20089000,자체예산,84276311,2017
제주,서귀포시,0,0,1128000,0,8895000,자체예산,42774929,2017
강원,강원,0,0,0,0,0,자체예산,0,2017
강원,춘천시,0,0,0,0,3744000,자체예산,23937187,2017
강원,원주시,0,0,0,0,11869000,자체예산,42480522,2017
강원,강릉시,0,0,0,0,3303000,자체예산,30443144,2017
강원,동해시,0,0,272705,0,3095000,자체예산,19005138,2017
강원,태백시,0,0,54191,0,801000,자체예산,1818541,2017
강원,속초시,0,0,0,0,2106000,자체예산,7282572,2017
강원,삼척시,0,0,170565,0,1255000,자체예산,9271710,2017
강원,홍천군,0,0,0,0,1354000,자체예산,12233300,2017
강원,횡성군,0,0,377300,0,667000,자체예산,4716615,2017
강원,영월군,0,0,0,0,526000,자체예산,5772372,2017
강원,평창군,0,0,535720,0,796000,자체예산,6534475,2017
강원,정선군,0,0,0,0,519000,자체예산,1481725,2017
강원,철원군,0,0,0,0,715000,자체예산,6990362,2017
강원,화천군,0,0,0,0,344000,자체예산,4987018,2017
강원,양구군,0,0,1000000,0,437000,자체예산,2786899,2017
강원,인제군,0,0,0,0,566000,자체예산,3890616,2017
강원,고성군,0,0,2576175,0,652000,자체예산,8306277,2017
강원,양양군,0,0,56474,0,1031000,자체예산,5824803,2017
서울,서울,0,0,0,0,0,자체예산,137349786,2017
서울,종로구,0,0,0,0,9942000,자체예산,0,2017
서울,중구,0,0,0,0,13673000,자체예산,0,2017
서울,용산구,0,0,0,0,7005000,자체예산,0,2017
서울,성동구,0,0,0,0,9934000,자체예산,0,2017
서울,광진구,0,0,0,0,7816000,자체예산,0,2017
서울,동대문구,0,0,0,0,9701000,자체예산,0,2017
서울,중랑구,0,0,0,0,9304000,자체예산,0,2017
서울,성북구,0,0,0,0,10703000,자체예산,0,2017
서울,강북구,0,0,0,0,7568000,자체예산,0,2017
서울,도봉구,0,0,0,0,3962000,자체예산,0,2017
서울,노원구,0,0,0,0,11036000,자체예산,0,2017
서울,은평구,0,0,0,0,8759000,자체예산,0,2017
서울,서대문구,0,0,0,0,7116000,자체예산,0,2017
서울,마포구,0,0,0,0,9278000,자체예산,0,2017
서울,양천구,0,0,0,0,10711000,자체예산,0,2017
서울,강서구,0,0,0,0,10195000,자체예산,0,2017
서울,구로구,0,0,0,0,7964000,자체예산,0,2017
서울,금천구,0,0,0,0,5461000,자체예산,0,2017
서울,영등포구,0,0,0,0,9323000,자체예산,0,2017
서울,동작구,0,0,0,0,8748000,자체예산,0,2017
서울,관악구,0,0,0,0,10475000,자체예산,0,2017
서울,서초구,0,0,0,0,6407000,자체예산,0,2017
서울,강남구,0,0,0,0,20188000,자체예산,0,2017
서울,송파구,0,0,0,0,17416000,자체예산,0,2017
서울,강동구,0,0,0,0,9440000,자체예산,0,2017
부산,부산,7500000,0,0,0,22774603,자체예산,45946857,2017
부산,중구,0,0,0,0,1580000,자체예산,0,2017
부산,서구,0,0,0,0,2222000,자체예산,0,2017
부산,동구,0,0,0,0,1879000,자체예산,0,2017
부산,영도구,0,0,0,0,2341000,자체예산,0,2017
부산,부산진구,0,0,0,0,7183000,자체예산,0,2017
부산,동래구,0,0,0,0,4747000,자체예산,0,2017
부산,남구,0,0,0,0,4485000,자체예산,0,2017
부산,북구,0,0,0,0,5080000,자체예산,0,2017
부산,해운대구,0,0,0,0,7371000,자체예산,0,2017
부산,사하구,0,0,0,0,6533000,자체예산,0,2017
부산,금정구,0,0,0,0,4565000,자체예산,0,2017
부산,강서구,0,0,0,0,1717000,자체예산,0,2017
부산,연제구,0,0,0,0,3262000,자체예산,0,2017
부산,수영구,0,0,0,0,2808000,자체예산,0,2017
부산,사상구,0,0,0,0,3425000,자체예산,0,2017
부산,기장군,0,0,0,0,2617000,자체예산,0,2017
대구,대구,0,0,2500,0,39278126,자체예산,35451703,2017
대구,중구,0,0,0,0,2477000,자체예산,0,2017
대구,동구,0,0,0,0,6072000,자체예산,0,2017
대구,서구,0,0,0,0,3512000,자체예산,0,2017
대구,남구,0,0,0,0,2897000,자체예산,0,2017
대구,북구,0,0,100,0,7910000,자체예산,0,2017
대구,수성구,0,0,67600,0,7343000,자체예산,0,2017
대구,달서구,0,0,26880,0,10833000,자체예산,0,2017
대구,달성군,0,0,2300,0,4257000,자체예산,0,2017
대구,군위군,0,0,30000,0,185000,자체예산,0,2017
인천,인천,0,0,16560200,0,24005278,자체예산,46042396,2017
인천,중구,0,0,0,0,3180000,자체예산,0,2017
인천,동구,0,0,0,0,1185000,자체예산,0,2017
인천,미추홀구,0,0,240000,0,7840000,자체예산,0,2017
인천,연수구,0,0,0,0,5216000,자체예산,0,2017
인천,남동구,0,0,198300,0,14059000,자체예산,0,2017
인천,부평구,0,0,261000,0,10676000,자체예산,0,2017
인천,계양구,0,0,120748,0,6117000,자체예산,0,2017
인천,서구,0,0,100,0,9436000,자체예산,0,2017
인천,강화군,0,0,60000,0,1016000,자체예산,0,2017
인천,옹진군,0,0,324500,0,700000,자체예산,0,2017
광주,광주,0,0,0,0,9544145,자체예산,20494139,2017
광주,동구,0,0,44000,0,2169000,자체예산,0,2017
광주,서구,0,0,50400,0,6783000,자체예산,0,2017
광주,남구,0,0,480000,0,3198000,자체예산,0,2017
광주,북구,0,0,1200,0,7421000,자체예산,0,2017
광주,광산구,0,0,1000,0,7424000,자체예산,0,2017
대전,대전,0,0,0,0,0,자체예산,0,2017
대전,동구,0,0,0,0,4864000,자체예산,0,2017
대전,중구,0,0,0,0,5495000,자체예산,0,2017
대전,서구,0,0,120000,0,11134000,자체예산,0,2017
대전,유성구,0,0,0,0,8076000,자체예산,0,2017
대전,대덕구,0,0,700,0,4291000,자체예산,0,2017
울산,울산,0,0,0,0,5917044,자체예산,23240332,2017
울산,중구,0,0,240300,0,4483000,자체예산,0,2017
울산,남구,0,0,481788,0,9079000,자체예산,0,2017
울산,동구,0,0,0,0,3399000,자체예산,0,2017
울산,북구,0,0,122400,0,4111000,자체예산,0,2017
울산,울주군,0,0,6940,0,4408000,자체예산,0,2017
세종,세종,0,0,0,0,4039000,자체예산,16693931,2017
경기,경기,0,0,0,0,0,자체예산,0,2017
경기,수원시,0,0,1080350,0,24303000,자체예산,0,2017
경기,성남시,0,0,0,0,23899000,자체예산,0,2017
경기,의정부시,0,0,0,0,10905000,자체예산,0,2017
경기,안양시,0,0,0,0,10552000,자체예산,0,2017
경기,부천시,0,0,599000,0,12106000,자체예산,0,2017
경기,광명시,0,0,791462,0,3809000,자체예산,0,2017
경기,평택시,0,0,0,0,7139000,자체예산,0,2017
경기,동두천시,0,0,0,0,1526000,자체예산,0,2017
경기,안산시,0,0,360510,0,13348000,자체예산,0,2017
경기,고양시,0,0,0,0,23090000,자체예산,0,2017
경기,과천시,0,0,0,0,1081000,자체예산,0,2017
경기,구리시,0,0,0,0,3851000,자체예산,0,2017
경기,남양주시,0,0,0,0,11264000,자체예산,0,2017
경기,오산시,0,0,0,0,4032000,자체예산,0,2017
경기,시흥시,0,0,0,0,8597000,자체예산,0,2017
경기,군포시,0,0,120000,0,6724000,자체예산,0,2017
경기,의왕시,0,0,52500,0,3183000,자체예산,0,2017
경기,하남시,0,0,0,0,3253000,자체예산,0,2017
경기,용인시,0,0,0,0,24073000,자체예산,0,2017
경기,파주시,0,0,0,0,10279000,자체예산,0,2017
경기,이천시,0,0,161000,0,3541000,자체예산,0,2017
경기,안성시,0,0,0,0,3346000,자체예산,0,2017
경기,김포시,0,0,0,0,6903000,자체예산,0,2017
경기,화성시,0,0,0,0,12188000,자체예산,0,2017
경기,광주시,0,0,2000,0,6100000,자체예산,0,2017
경기,양주시,0,0,0,0,4117000,자체예산,0,2017
경기,포천시,0,0,42500,0,3776000,자체예산,0,2017
경기,여주시,0,0,0,0,1769000,자체예산,0,2017
경기,연천군,0,0,0,0,868000,자체예산,0,2017
경기,가평군,0,0,0,0,1769000,자체예산,0,2017
경기,양평군,0,0,7800,0,1753000,자체예산,0,2017
충북,충북,0,0,0,0,0,자체예산,0,2017
충북,청주시,0,0,611150,0,12394000,자체예산,0,2017
충북,충주시,0,0,0,0,5017000,자체예산,0,2017
충북,제천시,0,0,0,0,2315000,자체예산,0,2017
충북,보은군,0,0,0,0,433000,자체예산,0,2017
충북,옥천군,0,0,0,0,684000,자체예산,0,2017
충북,영동군,0,0,0,0,620000,자체예산,0,2017
충북,증평군,0,471188,0,0,598000,자체예산,0,2017
충북,진천군,0,3031684,0,0,1339000,자체예산,0,2017
충북,괴산군,0,0,395200,0,378000,자체예산,0,2017
충북,음성군,0,0,243400,0,1515000,자체예산,0,2017
충북,단양군,0,0,0,0,399000,자체예산,0,2017
충남,충남,0,0,0,0,0,자체예산,0,2017
충남,천안시,0,0,31000,0,19985000,자체예산,0,2017
충남,공주시,0,0,73000,0,1338000,자체예산,0,2017
충남,보령시,0,0,25200,0,2280000,자체예산,0,2017
충남,아산시,0,0,0,0,5017000,자체예산,0,2017
충남,서산시,0,0,990000,0,3026000,자체예산,0,2017
충남,논산시,0,0,822000,0,1828000,자체예산,0,2017
충남,계룡시,0,0,500,0,755000,자체예산,0,2017
충남,당진시,0,0,0,0,2545000,자체예산,0,2017
충남,금산군,0,0,1828000,0,447000,자체예산,0,2017
충남,부여군,0,0,97000,0,551000,자체예산,0,2017
충남,서천군,0,0,720000,0,630000,자체예산,0,2017
충남,청양군,0,0,30000,0,348000,자체예산,0,2017
충남,홍성군,0,0,0,0,1676000,자체예산,0,2017
충남,예산군,0,0,805000,0,1304000,자체예산,0,2017
충남,태안군,0,0,242000,0,1228000,자체예산,0,2017
전북,전북,0,0,0,0,0,자체예산,0,2017
전북,전주시,0,0,131730,0,16925000,자체예산,0,2017
전북,군산시,0,0,0,0,6006000,자체예산,0,2017
전북,익산시,0,0,0,0,5866000,자체예산,0,2017
전북,정읍시,0,0,497600,0,1382000,자체예산,0,2017
전북,남원시,0,0,1553170,0,953000,자체예산,0,2017
전북,김제시,0,0,94866,0,695000,자체예산,0,2017
전북,완주군,0,0,354600,0,1077000,자체예산,0,2017
전북,진안군,0,0,0,0,221000,자체예산,0,2017
전북,무주군,0,0,257498,0,292000,자체예산,0,2017
전북,장수군,0,0,136890,0,209000,자체예산,0,2017
전북,임실군,0,0,239100,0,314000,자체예산,0,2017
전북,순창군,0,0,0,0,227000,자체예산,0,2017
전북,고창군,0,0,1823000,0,543000,자체예산,0,2017
전북,부안군,0,0,1213460,0,774000,자체예산,0,2017
전남,전남,0,0,0,0,0,자체예산,0,2017
전남,목포시,0,0,0,0,4528000,자체예산,0,2017
전남,여수시,0,0,0,0,4876000,자체예산,0,2017
전남,순천시,0,0,1645000,0,4754000,자체예산,0,2017
전남,나주시,0,0,0,0,1197000,자체예산,0,2017
전남,광양시,0,0,0,0,2732000,자체예산,0,2017
전남,담양군,0,0,0,0,627000,자체예산,0,2017
전남,곡성군,0,0,0,0,360000,자체예산,0,2017
전남,구례군,0,0,0,0,331000,자체예산,0,2017
전남,고흥군,0,0,0,0,859000,자체예산,0,2017
전남,보성군,0,0,0,0,355000,자체예산,0,2017
전남,화순군,0,0,0,0,847000,자체예산,0,2017
전남,장흥군,0,0,0,0,469000,자체예산,0,2017
전남,강진군,0,0,193050,0,421000,자체예산,0,2017
전남,해남군,0,0,160509,0,935000,자체예산,0,2017
전남,영암군,0,0,0,0,716000,자체예산,0,2017
전남,무안군,0,0,735990,0,1065000,자체예산,0,2017
전남,함평군,0,0,33500,0,315000,자체예산,0,2017
전남,영광군,0,0,20090,0,550000,자체예산,0,2017
전남,장성군,0,0,106500,0,439000,자체예산,0,2017
전남,완도군,0,0,2431000,0,557000,자체예산,0,2017
전남,진도군,0,0,0,0,237000,자체예산,0,2017
전남,신안군,0,0,115770,0,215000,자체예산,0,2017
경북,경북,0,0,0,0,0,자체예산,0,2017
경북,포항시,0,0,20753000,0,12737000,자체예산,0,2017
경북,경주시,0,0,5500,0,4477000,자체예산,0,2017
경북,김천시,0,0,23500,0,1247000,자체예산,0,2017
경북,안동시,0,0,412400,0,2231000,자체예산,0,2017
경북,구미시,0,0,14500,0,8016000,자체예산,0,2017
경북,영주시,0,0,38000,0,1173000,자체예산,0,2017
경북,영천시,0,0,0,0,1349000,자체예산,0,2017
경북,상주시,0,0,77000,0,853000,자체예산,0,2017
경북,문경시,0,0,20500,0,1129000,자체예산,0,2017
경북,경산시,0,0,137300,0,3693000,자체예산,0,2017
경북,의성군,0,0,60000,0,349000,자체예산,0,2017
경북,청송군,0,0,39100,0,133000,자체예산,0,2017
경북,영양군,0,0,0,0,141000,자체예산,0,2017
경북,영덕군,0,0,6000,0,600000,자체예산,0,2017
경북,청도군,0,0,0,0,432000,자체예산,0,2017
경북,고령군,0,0,63800,0,422000,자체예산,0,2017
경북,성주군,0,0,625500,0,455000,자체예산,0,2017
경북,칠곡군,0,0,0,0,1839000,자체예산,0,2017
경북,예천군,0,0,50000,0,492000,자체예산,0,2017
경북,봉화군,0,0,0,0,399000,자체예산,0,2017
경북,울진군,0,0,20000,0,709000,자체예산,0,2017
경북,울릉군,0,0,0,0,83000,자체예산,0,2017
경남,경남,0,0,0,0,0,자체예산,0,2017
경남,창원시,0,0,1072000,0,29277000,자체예산,0,2017
경남,진주시,0,0,36000,0,8071000,자체예산,0,2017
경남,통영시,0,0,100172,0,3399000,자체예산,0,2017
경남,사천시,0,0,848840,0,2381000,자체예산,0,2017
경남,김해시,0,0,0,0,10356000,자체예산,0,2017
경남,밀양시,0,0,0,0,1902000,자체예산,0,2017
경남,거제시,0,0,3500,0,8614000,자체예산,0,2017
경남,양산시,0,0,736150,0,8755000,자체예산,0,2017
경남,의령군,0,0,11857,0,417000,자체예산,0,2017
경남,함안군,0,0,88500,0,1137000,자체예산,0,2017
경남,창녕군,0,0,0,0,868000,자체예산,0,2017
경남,고성군,0,0,0,0,790000,자체예산,0,2017
경남,남해군,0,0,191987,0,557000,자체예산,0,2017
경남,하동군,0,0,157631,0,632000,자체예산,0,2017
경남,산청군,0,0,397453,0,719000,자체예산,0,2017
경남,함양군,0,0,724697,0,576000,자체예산,0,2017
경남,거창군,0,0,2260500,0,1156000,자체예산,0,2017
경남,합천군,0,0,0,0,638000,자체예산,0,2017
제주,제주,0,0,21495155,0,28984000,자체예산,45452203,2017
제주,제주시,0,0,780000,0,20089000,자체예산,0,2017
제주,서귀포시,0,0,1128000,0,8895000,자체예산,0,2017
강원,강원,0,0,0,0,0,자체예산,0,2017
강원,춘천시,0,0,0,0,3744000,자체예산,0,2017
강원,원주시,0,0,0,0,11869000,자체예산,0,2017
강원,강릉시,0,0,0,0,3303000,자체예산,0,2017
강원,동해시,0,0,272705,0,3095000,자체예산,0,2017
강원,태백시,0,0,54191,0,801000,자체예산,0,2017
강원,속초시,0,0,0,0,2106000,자체예산,0,2017
강원,삼척시,0,0,170565,0,1255000,자체예산,0,2017
강원,홍천군,0,0,0,0,1354000,자체예산,0,2017
강원,횡성군,0,0,377300,0,667000,자체예산,0,2017
강원,영월군,0,0,0,0,526000,자체예산,0,2017
강원,평창군,0,0,535720,0,796000,자체예산,0,2017
강원,정선군,0,0,0,0,519000,자체예산,0,2017
강원,철원군,0,0,0,0,715000,자체예산,0,2017
강원,화천군,0,0,0,0,344000,자체예산,0,2017
강원,양구군,0,0,1000000,0,437000,자체예산,0,2017
강원,인제군,0,0,0,0,566000,자체예산,0,2017
강원,고성군,0,0,2576175,0,652000,자체예산,0,2017
강원,양양군,0,0,56474,0,1031000,자체예산,0,2017
서울,서울,0,0,0,0,0,시도지원예산,0,2017
서울,종로구,0,0,0,0,9942000,시도지원예산,0,2017
서울,중구,0,0,0,0,13673000,시도지원예산,0,2017
서울,용산구,0,0,0,0,7005000,시도지원예산,418928,2017
서울,성동구,0,0,0,0,9934000,시도지원예산,0,2017
서울,광진구,0,0,0,0,7816000,시도지원예산,0,2017
서울,동대문구,0,0,0,0,9701000,시도지원예산,0,2017
서울,중랑구,0,0,0,0,9304000,시도지원예산,0,2017
서울,성북구,0,0,0,0,10703000,시도지원예산,0,2017
서울,강북구,0,0,0,0,7568000,시도지원예산,154980,2017
서울,도봉구,0,0,0,0,3962000,시도지원예산,0,2017
서울,노원구,0,0,0,0,11036000,시도지원예산,0,2017
서울,은평구,0,0,0,0,8759000,시도지원예산,25200,2017
서울,서대문구,0,0,0,0,7116000,시도지원예산,0,2017
서울,마포구,0,0,0,0,9278000,시도지원예산,35250,2017
서울,양천구,0,0,0,0,10711000,시도지원예산,0,2017
서울,강서구,0,0,0,0,10195000,시도지원예산,73500,2017
서울,구로구,0,0,0,0,7964000,시도지원예산,700000,2017
서울,금천구,0,0,0,0,5461000,시도지원예산,0,2017
서울,영등포구,0,0,0,0,9323000,시도지원예산,0,2017
서울,동작구,0,0,0,0,8748000,시도지원예산,313018,2017
서울,관악구,0,0,0,0,10475000,시도지원예산,0,2017
서울,서초구,0,0,0,0,6407000,시도지원예산,0,2017
서울,강남구,0,0,0,0,20188000,시도지원예산,0,2017
서울,송파구,0,0,0,0,17416000,시도지원예산,49000,2017
서울,강동구,0,0,0,0,9440000,시도지원예산,0,2017
부산,부산,7500000,0,0,0,22774603,시도지원예산,0,2017
부산,중구,0,0,0,0,1580000,시도지원예산,294683,2017
부산,서구,0,0,0,0,2222000,시도지원예산,110555,2017
부산,동구,0,0,0,0,1879000,시도지원예산,121524,2017
부산,영도구,0,0,0,0,2341000,시도지원예산,384156,2017
부산,부산진구,0,0,0,0,7183000,시도지원예산,584199,2017
부산,동래구,0,0,0,0,4747000,시도지원예산,367863,2017
부산,남구,0,0,0,0,4485000,시도지원예산,498785,2017
부산,북구,0,0,0,0,5080000,시도지원예산,65688,2017
부산,해운대구,0,0,0,0,7371000,시도지원예산,190740,2017
부산,사하구,0,0,0,0,6533000,시도지원예산,268144,2017
부산,금정구,0,0,0,0,4565000,시도지원예산,86995,2017
부산,강서구,0,0,0,0,1717000,시도지원예산,407655,2017
부산,연제구,0,0,0,0,3262000,시도지원예산,52370,2017
부산,수영구,0,0,0,0,2808000,시도지원예산,146080,2017
부산,사상구,0,0,0,0,3425000,시도지원예산,163184,2017
부산,기장군,0,0,0,0,2617000,시도지원예산,370000,2017
대구,대구,0,0,2500,0,39278126,시도지원예산,0,2017
대구,중구,0,0,0,0,2477000,시도지원예산,2933000,2017
대구,동구,0,0,0,0,6072000,시도지원예산,526917,2017
대구,서구,0,0,0,0,3512000,시도지원예산,80000,2017
대구,남구,0,0,0,0,2897000,시도지원예산,290000,2017
대구,북구,0,0,100,0,7910000,시도지원예산,102000,2017
대구,수성구,0,0,67600,0,7343000,시도지원예산,210500,2017
대구,달서구,0,0,26880,0,10833000,시도지원예산,136440,2017
대구,달성군,0,0,2300,0,4257000,시도지원예산,100000,2017
대구,군위군,0,0,30000,0,185000,시도지원예산,39000,2017
인천,인천,0,0,16560200,0,24005278,시도지원예산,0,2017
인천,중구,0,0,0,0,3180000,시도지원예산,0,2017
인천,동구,0,0,0,0,1185000,시도지원예산,65000,2017
인천,미추홀구,0,0,240000,0,7840000,시도지원예산,120000,2017
인천,연수구,0,0,0,0,5216000,시도지원예산,149400,2017
인천,남동구,0,0,198300,0,14059000,시도지원예산,409700,2017
인천,부평구,0,0,261000,0,10676000,시도지원예산,141000,2017
인천,계양구,0,0,120748,0,6117000,시도지원예산,56563,2017
인천,서구,0,0,100,0,9436000,시도지원예산,1556268,2017
인천,강화군,0,0,60000,0,1016000,시도지원예산,0,2017
인천,옹진군,0,0,324500,0,700000,시도지원예산,164500,2017
광주,광주,0,0,0,0,9544145,시도지원예산,0,2017
광주,동구,0,0,44000,0,2169000,시도지원예산,36941,2017
광주,서구,0,0,50400,0,6783000,시도지원예산,227613,2017
광주,남구,0,0,480000,0,3198000,시도지원예산,513471,2017
광주,북구,0,0,1200,0,7421000,시도지원예산,178280,2017
광주,광산구,0,0,1000,0,7424000,시도지원예산,33200,2017
대전,대전,0,0,0,0,0,시도지원예산,0,2017
대전,동구,0,0,0,0,4864000,시도지원예산,0,2017
대전,중구,0,0,0,0,5495000,시도지원예산,0,2017
대전,서구,0,0,120000,0,11134000,시도지원예산,60000,2017
대전,유성구,0,0,0,0,8076000,시도지원예산,0,2017
대전,대덕구,0,0,700,0,4291000,시도지원예산,83560,2017
울산,울산,0,0,0,0,5917044,시도지원예산,0,2017
울산,중구,0,0,240300,0,4483000,시도지원예산,136550,2017
울산,남구,0,0,481788,0,9079000,시도지원예산,342800,2017
울산,동구,0,0,0,0,3399000,시도지원예산,0,2017
울산,북구,0,0,122400,0,4111000,시도지원예산,112935,2017
울산,울주군,0,0,6940,0,4408000,시도지원예산,461038,2017
세종,세종,0,0,0,0,4039000,시도지원예산,0,2017
경기,경기,0,0,0,0,0,시도지원예산,0,2017
