시도,시군구,소속기관,인원장비,관리인원or장비_대수,year
서울,마포구,자치단체,인원(명),0,2017
서울,양천구,자치단체,인원(명),70,2017
서울,강서구,자치단체,인원(명),86,2017
서울,구로구,자치단체,인원(명),24,2017
서울,금천구,자치단체,인원(명),28,2017
서울,영등포구,자치단체,인원(명),133,2017
서울,동작구,자치단체,인원(명),137,2017
서울,관악구,자치단체,인원(명),219,2017
서울,서초구,자치단체,인원(명),217,2017
서울,강남구,자치단체,인원(명),0,2017
서울,송파구,자치단체,인원(명),110,2017
서울,강동구,자치단체,인원(명),99,2017
부산,중구,자치단체,인원(명),64,2017
부산,서구,자치단체,인원(명),37,2017
부산,동구,자치단체,인원(명),75,2017
부산,영도구,자치단체,인원(명),62,2017
부산,부산진구,자치단체,인원(명),108,2017
부산,동래구,자치단체,인원(명),66,2017
부산,남구,자치단체,인원(명),84,2017
부산,북구,자치단체,인원(명),74,2017
부산,해운대구,자치단체,인원(명),97,2017
부산,사하구,자치단체,인원(명),99,2017
부산,금정구,자치단체,인원(명),64,2017
부산,강서구,자치단체,인원(명),16,2017
부산,연제구,자치단체,인원(명),53,2017
부산,수영구,자치단체,인원(명),59,2017
부산,사상구,자치단체,인원(명),89,2017
부산,기장군,자치단체,인원(명),30,2017
대구,중구,자치단체,인원(명),129,2017
대구,동구,자치단체,인원(명),162,2017
대구,서구,자치단체,인원(명),128,2017
대구,남구,자치단체,인원(명),123,2017
대구,북구,자치단체,인원(명),165,2017
대구,수성구,자치단체,인원(명),163,2017
대구,달서구,자치단체,인원(명),70,2017
대구,달성군,자치단체,인원(명),75,2017
대구,군위군,자치단체,인원(명),9,2017
인천,중구,자치단체,인원(명),80,2017
인천,동구,자치단체,인원(명),41,2017
인천,미추홀구,자치단체,인원(명),0,2017
인천,연수구,자치단체,인원(명),72,2017
인천,남동구,자치단체,인원(명),113,2017
인천,부평구,자치단체,인원(명),134,2017
인천,계양구,자치단체,인원(명),0,2017
인천,서구,자치단체,인원(명),0,2017
인천,강화군,자치단체,인원(명),44,2017
인천,옹진군,자치단체,인원(명),44,2017
광주,동구,자치단체,인원(명),102,2017
광주,서구,자치단체,인원(명),162,2017
광주,남구,자치단체,인원(명),125,2017
광주,북구,자치단체,인원(명),249,2017
광주,광산구,자치단체,인원(명),216,2017
대전,동구,자치단체,인원(명),103,2017
대전,중구,자치단체,인원(명),109,2017
대전,서구,자치단체,인원(명),146,2017
대전,유성구,자치단체,인원(명),14,2017
대전,대덕구,자치단체,인원(명),90,2017
울산,중구,자치단체,인원(명),35,2017
울산,남구,자치단체,인원(명),67,2017
울산,동구,자치단체,인원(명),48,2017
울산,북구,자치단체,인원(명),50,2017
울산,울주군,자치단체,인원(명),46,2017
세종,세종특별자치시,자치단체,인원(명),163,2017
경기,수원시,자치단체,인원(명),474,2017
경기,성남시,자치단체,인원(명),69,2017
경기,의정부시,자치단체,인원(명),5,2017
경기,안양시,자치단체,인원(명),202,2017
경기,부천시,자치단체,인원(명),96,2017
경기,광명시,자치단체,인원(명),39,2017
경기,평택시,자치단체,인원(명),0,2017
경기,동두천시,자치단체,인원(명),48,2017
경기,안산시,자치단체,인원(명),552,2017
경기,고양시,자치단체,인원(명),149,2017
경기,과천시,자치단체,인원(명),63,2017
경기,구리시,자치단체,인원(명),40,2017
경기,남양주시,자치단체,인원(명),0,2017
경기,오산시,자치단체,인원(명),58,2017
경기,시흥시,자치단체,인원(명),77,2017
경기,군포시,자치단체,인원(명),70,2017
경기,의왕시,자치단체,인원(명),35,2017
경기,하남시,자치단체,인원(명),118,2017
경기,용인시,자치단체,인원(명),120,2017
경기,파주시,자치단체,인원(명),522,2017
경기,이천시,자치단체,인원(명),67,2017
경기,안성시,자치단체,인원(명),121,2017
경기,김포시,자치단체,인원(명),51,2017
경기,화성시,자치단체,인원(명),190,2017
경기,광주시,자치단체,인원(명),130,2017
경기,양주시,자치단체,인원(명),70,2017
경기,포천시,자치단체,인원(명),44,2017
경기,여주시,자치단체,인원(명),99,2017
경기,연천군,자치단체,인원(명),39,2017
경기,가평군,자치단체,인원(명),56,2017
경기,양평군,자치단체,인원(명),67,2017
충북,청주시,자치단체,인원(명),364,2017
충북,충주시,자치단체,인원(명),54,2017
충북,제천시,자치단체,인원(명),62,2017
충북,보은군,자치단체,인원(명),10,2017
충북,옥천군,자치단체,인원(명),7,2017
충북,영동군,자치단체,인원(명),48,2017
충북,증평군,자치단체,인원(명),3,2017
충북,진천군,자치단체,인원(명),0,2017
충북,괴산군,자치단체,인원(명),22,2017
충북,음성군,자치단체,인원(명),8,2017
충북,단양군,자치단체,인원(명),67,2017
충남,천안시,자치단체,인원(명),345,2017
충남,공주시,자치단체,인원(명),89,2017
충남,보령시,자치단체,인원(명),14,2017
충남,아산시,자치단체,인원(명),97,2017
충남,서산시,자치단체,인원(명),158,2017
충남,논산시,자치단체,인원(명),25,2017
충남,계룡시,자치단체,인원(명),22,2017
충남,당진시,자치단체,인원(명),126,2017
충남,금산군,자치단체,인원(명),51,2017
충남,부여군,자치단체,인원(명),4,2017
충남,서천군,자치단체,인원(명),76,2017
충남,청양군,자치단체,인원(명),37,2017
충남,홍성군,자치단체,인원(명),24,2017
충남,예산군,자치단체,인원(명),63,2017
충남,태안군,자치단체,인원(명),23,2017
전북,전주시,자치단체,인원(명),194,2017
전북,군산시,자치단체,인원(명),41,2017
전북,익산시,자치단체,인원(명),240,2017
전북,정읍시,자치단체,인원(명),58,2017
전북,남원시,자치단체,인원(명),84,2017
전북,김제시,자치단체,인원(명),77,2017
전북,완주군,자치단체,인원(명),49,2017
전북,진안군,자치단체,인원(명),36,2017
전북,무주군,자치단체,인원(명),38,2017
전북,장수군,자치단체,인원(명),32,2017
전북,임실군,자치단체,인원(명),41,2017
전북,순창군,자치단체,인원(명),36,2017
전북,고창군,자치단체,인원(명),58,2017
전북,부안군,자치단체,인원(명),82,2017
전남,목포시,자치단체,인원(명),162,2017
전남,여수시,자치단체,인원(명),0,2017
전남,순천시,자치단체,인원(명),144,2017
전남,나주시,자치단체,인원(명),96,2017
전남,광양시,자치단체,인원(명),0,2017
전남,담양군,자치단체,인원(명),51,2017
전남,곡성군,자치단체,인원(명),34,2017
전남,구례군,자치단체,인원(명),35,2017
전남,고흥군,자치단체,인원(명),61,2017
전남,보성군,자치단체,인원(명),55,2017
전남,화순군,자치단체,인원(명),68,2017
전남,장흥군,자치단체,인원(명),45,2017
전남,강진군,자치단체,인원(명),43,2017
전남,해남군,자치단체,인원(명),54,2017
전남,영암군,자치단체,인원(명),61,2017
전남,무안군,자치단체,인원(명),56,2017
전남,함평군,자치단체,인원(명),32,2017
전남,영광군,자치단체,인원(명),42,2017
전남,장성군,자치단체,인원(명),38,2017
전남,완도군,자치단체,인원(명),83,2017
전남,진도군,자치단체,인원(명),57,2017
전남,신안군,자치단체,인원(명),79,2017
경북,포항시,자치단체,인원(명),299,2017
경북,경주시,자치단체,인원(명),152,2017
경북,김천시,자치단체,인원(명),71,2017
경북,안동시,자치단체,인원(명),113,2017
경북,구미시,자치단체,인원(명),232,2017
경북,영주시,자치단체,인원(명),38,2017
경북,영천시,자치단체,인원(명),93,2017
경북,상주시,자치단체,인원(명),127,2017
경북,문경시,자치단체,인원(명),67,2017
경북,경산시,자치단체,인원(명),114,2017
경북,의성군,자치단체,인원(명),25,2017
경북,청송군,자치단체,인원(명),33,2017
경북,영양군,자치단체,인원(명),30,2017
경북,영덕군,자치단체,인원(명),59,2017
경북,청도군,자치단체,인원(명),40,2017
경북,고령군,자치단체,인원(명),8,2017
경북,성주군,자치단체,인원(명),34,2017
경북,칠곡군,자치단체,인원(명),33,2017
경북,예천군,자치단체,인원(명),68,2017
경북,봉화군,자치단체,인원(명),11,2017
경북,울진군,자치단체,인원(명),43,2017
경북,울릉군,자치단체,인원(명),36,2017
경남,창원시,자치단체,인원(명),152,2017
경남,진주시,자치단체,인원(명),248,2017
경남,통영시,자치단체,인원(명),85,2017
경남,사천시,자치단체,인원(명),68,2017
경남,김해시,자치단체,인원(명),17,2017
경남,밀양시,자치단체,인원(명),29,2017
경남,거제시,자치단체,인원(명),52,2017
경남,양산시,자치단체,인원(명),220,2017
경남,의령군,자치단체,인원(명),34,2017
경남,함안군,자치단체,인원(명),30,2017
경남,창녕군,자치단체,인원(명),30,2017
경남,고성군,자치단체,인원(명),43,2017
경남,남해군,자치단체,인원(명),28,2017
경남,하동군,자치단체,인원(명),58,2017
경남,산청군,자치단체,인원(명),35,2017
경남,함양군,자치단체,인원(명),40,2017
경남,거창군,자치단체,인원(명),8,2017
경남,합천군,자치단체,인원(명),37,2017
제주,제주시,자치단체,인원(명),260,2017
제주,서귀포시,자치단체,인원(명),155,2017
강원,춘천시,자치단체,인원(명),121,2017
강원,원주시,자치단체,인원(명),270,2017
강원,강릉시,자치단체,인원(명),160,2017
강원,동해시,자치단체,인원(명),97,2017
강원,태백시,자치단체,인원(명),56,2017
강원,속초시,자치단체,인원(명),66,2017
강원,삼척시,자치단체,인원(명),81,2017
강원,홍천군,자치단체,인원(명),26,2017
강원,횡성군,자치단체,인원(명),41,2017
강원,영월군,자치단체,인원(명),38,2017
강원,평창군,자치단체,인원(명),40,2017
강원,정선군,자치단체,인원(명),55,2017
강원,철원군,자치단체,인원(명),30,2017
강원,화천군,자치단체,인원(명),20,2017
강원,양구군,자치단체,인원(명),44,2017
강원,인제군,자치단체,인원(명),44,2017
강원,고성군,자치단체,인원(명),84,2017
강원,양양군,자치단체,인원(명),34,2017
서울,종로구,자치단체,차량(대),25,2017
서울,중구,자치단체,차량(대),0,2017
서울,용산구,자치단체,차량(대),29,2017
서울,성동구,자치단체,차량(대),101,2017
서울,광진구,자치단체,차량(대),41,2017
서울,동대문구,자치단체,차량(대),40,2017
서울,중랑구,자치단체,차량(대),14,2017
서울,성북구,자치단체,차량(대),25,2017
서울,강북구,자치단체,차량(대),30,2017
서울,도봉구,자치단체,차량(대),25,2017
서울,노원구,자치단체,차량(대),41,2017
서울,은평구,자치단체,차량(대),35,2017
서울,서대문구,자치단체,차량(대),43,2017
서울,마포구,자치단체,차량(대),0,2017
서울,양천구,자치단체,차량(대),25,2017
서울,강서구,자치단체,차량(대),19,2017
서울,구로구,자치단체,차량(대),36,2017
서울,금천구,자치단체,차량(대),22,2017
서울,영등포구,자치단체,차량(대),64,2017
서울,동작구,자치단체,차량(대),78,2017
서울,관악구,자치단체,차량(대),47,2017
서울,서초구,자치단체,차량(대),112,2017
서울,강남구,자치단체,차량(대),0,2017
서울,송파구,자치단체,차량(대),16,2017
서울,강동구,자치단체,차량(대),16,2017
부산,중구,자치단체,차량(대),9,2017
부산,서구,자치단체,차량(대),10,2017
부산,동구,자치단체,차량(대),19,2017
부산,영도구,자치단체,차량(대),15,2017
부산,부산진구,자치단체,차량(대),20,2017
부산,동래구,자치단체,차량(대),11,2017
부산,남구,자치단체,차량(대),10,2017
부산,북구,자치단체,차량(대),13,2017
부산,해운대구,자치단체,차량(대),19,2017
부산,사하구,자치단체,차량(대),16,2017
부산,금정구,자치단체,차량(대),10,2017
부산,강서구,자치단체,차량(대),5,2017
부산,연제구,자치단체,차량(대),10,2017
부산,수영구,자치단체,차량(대),16,2017
부산,사상구,자치단체,차량(대),14,2017
부산,기장군,자치단체,차량(대),8,2017
대구,중구,자치단체,차량(대),32,2017
대구,동구,자치단체,차량(대),33,2017
대구,서구,자치단체,차량(대),37,2017
대구,남구,자치단체,차량(대),54,2017
대구,북구,자치단체,차량(대),33,2017
대구,수성구,자치단체,차량(대),35,2017
대구,달서구,자치단체,차량(대),31,2017
대구,달성군,자치단체,차량(대),36,2017
대구,군위군,자치단체,차량(대),0,2017
인천,중구,자치단체,차량(대),12,2017
인천,동구,자치단체,차량(대),4,2017
인천,미추홀구,자치단체,차량(대),0,2017
인천,연수구,자치단체,차량(대),9,2017
인천,남동구,자치단체,차량(대),45,2017
인천,부평구,자치단체,차량(대),6,2017
인천,계양구,자치단체,차량(대),0,2017
인천,서구,자치단체,차량(대),0,2017
인천,강화군,자치단체,차량(대),22,2017
인천,옹진군,자치단체,차량(대),18,2017
광주,동구,자치단체,차량(대),25,2017
광주,서구,자치단체,차량(대),45,2017
광주,남구,자치단체,차량(대),39,2017
광주,북구,자치단체,차량(대),68,2017
광주,광산구,자치단체,차량(대),70,2017
대전,동구,자치단체,차량(대),18,2017
대전,중구,자치단체,차량(대),13,2017
대전,서구,자치단체,차량(대),6,2017
대전,유성구,자치단체,차량(대),2,2017
대전,대덕구,자치단체,차량(대),8,2017
울산,중구,자치단체,차량(대),21,2017
울산,남구,자치단체,차량(대),23,2017
울산,동구,자치단체,차량(대),17,2017
울산,북구,자치단체,차량(대),20,2017
울산,울주군,자치단체,차량(대),26,2017
세종,세종특별자치시,자치단체,차량(대),53,2017
경기,수원시,자치단체,차량(대),180,2017
경기,성남시,자치단체,차량(대),38,2017
경기,의정부시,자치단체,차량(대),7,2017
경기,안양시,자치단체,차량(대),0,2017
경기,부천시,자치단체,차량(대),0,2017
경기,광명시,자치단체,차량(대),3,2017
경기,평택시,자치단체,차량(대),0,2017
경기,동두천시,자치단체,차량(대),11,2017
경기,안산시,자치단체,차량(대),120,2017
경기,고양시,자치단체,차량(대),4,2017
경기,과천시,자치단체,차량(대),26,2017
경기,구리시,자치단체,차량(대),10,2017
경기,남양주시,자치단체,차량(대),0,2017
경기,오산시,자치단체,차량(대),19,2017
경기,시흥시,자치단체,차량(대),23,2017
경기,군포시,자치단체,차량(대),2,2017
경기,의왕시,자치단체,차량(대),18,2017
경기,하남시,자치단체,차량(대),53,2017
경기,용인시,자치단체,차량(대),20,2017
경기,파주시,자치단체,차량(대),150,2017
경기,이천시,자치단체,차량(대),5,2017
경기,안성시,자치단체,차량(대),45,2017
경기,김포시,자치단체,차량(대),0,2017
경기,화성시,자치단체,차량(대),0,2017
경기,광주시,자치단체,차량(대),26,2017
경기,양주시,자치단체,차량(대),3,2017
경기,포천시,자치단체,차량(대),2,2017
경기,여주시,자치단체,차량(대),54,2017
경기,연천군,자치단체,차량(대),30,2017
경기,가평군,자치단체,차량(대),13,2017
경기,양평군,자치단체,차량(대),61,2017
충북,청주시,자치단체,차량(대),100,2017
충북,충주시,자치단체,차량(대),19,2017
충북,제천시,자치단체,차량(대),19,2017
충북,보은군,자치단체,차량(대),1,2017
충북,옥천군,자치단체,차량(대),2,2017
충북,영동군,자치단체,차량(대),11,2017
충북,증평군,자치단체,차량(대),2,2017
충북,진천군,자치단체,차량(대),0,2017
충북,괴산군,자치단체,차량(대),12,2017
충북,음성군,자치단체,차량(대),4,2017
충북,단양군,자치단체,차량(대),16,2017
충남,천안시,자치단체,차량(대),97,2017
충남,공주시,자치단체,차량(대),34,2017
충남,보령시,자치단체,차량(대),6,2017
충남,아산시,자치단체,차량(대),9,2017
충남,서산시,자치단체,차량(대),47,2017
충남,논산시,자치단체,차량(대),11,2017
충남,계룡시,자치단체,차량(대),9,2017
충남,당진시,자치단체,차량(대),8,2017
충남,금산군,자치단체,차량(대),16,2017
충남,부여군,자치단체,차량(대),4,2017
충남,서천군,자치단체,차량(대),21,2017
충남,청양군,자치단체,차량(대),22,2017
충남,홍성군,자치단체,차량(대),3,2017
충남,예산군,자치단체,차량(대),21,2017
충남,태안군,자치단체,차량(대),25,2017
전북,전주시,자치단체,차량(대),42,2017
전북,군산시,자치단체,차량(대),24,2017
전북,익산시,자치단체,차량(대),51,2017
전북,정읍시,자치단체,차량(대),17,2017
전북,남원시,자치단체,차량(대),34,2017
전북,김제시,자치단체,차량(대),27,2017
전북,완주군,자치단체,차량(대),17,2017
전북,진안군,자치단체,차량(대),13,2017
전북,무주군,자치단체,차량(대),12,2017
전북,장수군,자치단체,차량(대),12,2017
전북,임실군,자치단체,차량(대),15,2017
전북,순창군,자치단체,차량(대),13,2017
전북,고창군,자치단체,차량(대),26,2017
전북,부안군,자치단체,차량(대),20,2017
전남,목포시,자치단체,차량(대),45,2017
전남,여수시,자치단체,차량(대),0,2017
전남,순천시,자치단체,차량(대),23,2017
전남,나주시,자치단체,차량(대),24,2017
전남,광양시,자치단체,차량(대),0,2017
전남,담양군,자치단체,차량(대),17,2017
전남,곡성군,자치단체,차량(대),11,2017
전남,구례군,자치단체,차량(대),7,2017
전남,고흥군,자치단체,차량(대),37,2017
전남,보성군,자치단체,차량(대),16,2017
전남,화순군,자치단체,차량(대),18,2017
전남,장흥군,자치단체,차량(대),19,2017
전남,강진군,자치단체,차량(대),12,2017
전남,해남군,자치단체,차량(대),24,2017
전남,영암군,자치단체,차량(대),19,2017
전남,무안군,자치단체,차량(대),18,2017
전남,함평군,자치단체,차량(대),14,2017
전남,영광군,자치단체,차량(대),19,2017
전남,장성군,자치단체,차량(대),17,2017
전남,완도군,자치단체,차량(대),18,2017
전남,진도군,자치단체,차량(대),14,2017
전남,신안군,자치단체,차량(대),22,2017
경북,포항시,자치단체,차량(대),50,2017
경북,경주시,자치단체,차량(대),40,2017
경북,김천시,자치단체,차량(대),14,2017
경북,안동시,자치단체,차량(대),41,2017
경북,구미시,자치단체,차량(대),47,2017
경북,영주시,자치단체,차량(대),20,2017
경북,영천시,자치단체,차량(대),32,2017
경북,상주시,자치단체,차량(대),40,2017
경북,문경시,자치단체,차량(대),16,2017
경북,경산시,자치단체,차량(대),0,2017
경북,의성군,자치단체,차량(대),7,2017
경북,청송군,자치단체,차량(대),10,2017
경북,영양군,자치단체,차량(대),8,2017
경북,영덕군,자치단체,차량(대),16,2017
경북,청도군,자치단체,차량(대),10,2017
경북,고령군,자치단체,차량(대),2,2017
경북,성주군,자치단체,차량(대),2,2017
경북,칠곡군,자치단체,차량(대),7,2017
경북,예천군,자치단체,차량(대),28,2017
경북,봉화군,자치단체,차량(대),3,2017
경북,울진군,자치단체,차량(대),1,2017
경북,울릉군,자치단체,차량(대),8,2017
경남,창원시,자치단체,차량(대),58,2017
경남,진주시,자치단체,차량(대),103,2017
경남,통영시,자치단체,차량(대),15,2017
경남,사천시,자치단체,차량(대),28,2017
경남,김해시,자치단체,차량(대),5,2017
경남,밀양시,자치단체,차량(대),10,2017
경남,거제시,자치단체,차량(대),17,2017
경남,양산시,자치단체,차량(대),80,2017
경남,의령군,자치단체,차량(대),12,2017
경남,함안군,자치단체,차량(대),4,2017
경남,창녕군,자치단체,차량(대),6,2017
경남,고성군,자치단체,차량(대),16,2017
경남,남해군,자치단체,차량(대),19,2017
경남,하동군,자치단체,차량(대),18,2017
경남,산청군,자치단체,차량(대),11,2017
경남,함양군,자치단체,차량(대),12,2017
경남,거창군,자치단체,차량(대),5,2017
경남,합천군,자치단체,차량(대),25,2017
제주,제주시,자치단체,차량(대),132,2017
제주,서귀포시,자치단체,차량(대),73,2017
강원,춘천시,자치단체,차량(대),24,2017
강원,원주시,자치단체,차량(대),154,2017
강원,강릉시,자치단체,차량(대),21,2017
강원,동해시,자치단체,차량(대),21,2017
강원,태백시,자치단체,차량(대),14,2017
강원,속초시,자치단체,차량(대),12,2017
강원,삼척시,자치단체,차량(대),21,2017
강원,홍천군,자치단체,차량(대),7,2017
강원,횡성군,자치단체,차량(대),3,2017
강원,영월군,자치단체,차량(대),21,2017
강원,평창군,자치단체,차량(대),13,2017
강원,정선군,자치단체,차량(대),17,2017
강원,철원군,자치단체,차량(대),9,2017
강원,화천군,자치단체,차량(대),3,2017
강원,양구군,자치단체,차량(대),21,2017
강원,인제군,자치단체,차량(대),21,2017
강원,고성군,자치단체,차량(대),18,2017
강원,양양군,자치단체,차량(대),19,2017
서울,종로구,자가처리,중장비(대),0,2017
서울,중구,자가처리,중장비(대),0,2017
서울,용산구,자가처리,중장비(대),0,2017
서울,성동구,자가처리,중장비(대),0,2017
서울,광진구,자가처리,중장비(대),0,2017
서울,동대문구,자가처리,중장비(대),0,2017
서울,중랑구,자가처리,중장비(대),0,2017
서울,성북구,자가처리,중장비(대),0,2017
서울,강북구,자가처리,중장비(대),0,2017
서울,도봉구,자가처리,중장비(대),0,2017
서울,노원구,자가처리,중장비(대),0,2017
서울,은평구,자가처리,중장비(대),0,2017
서울,서대문구,자가처리,중장비(대),0,2017
서울,마포구,자가처리,중장비(대),0,2017
서울,양천구,자가처리,중장비(대),0,2017
서울,강서구,자가처리,중장비(대),0,2017
서울,구로구,자가처리,중장비(대),0,2017
서울,금천구,자가처리,중장비(대),0,2017
서울,영등포구,자가처리,중장비(대),0,2017
서울,동작구,자가처리,중장비(대),0,2017
서울,관악구,자가처리,중장비(대),0,2017
서울,서초구,자가처리,중장비(대),0,2017
서울,강남구,자가처리,중장비(대),0,2017
서울,송파구,자가처리,중장비(대),0,2017
서울,강동구,자가처리,중장비(대),0,2017
부산,중구,자가처리,중장비(대),0,2017
부산,서구,자가처리,중장비(대),0,2017
부산,동구,자가처리,중장비(대),0,2017
부산,영도구,자가처리,중장비(대),0,2017
부산,부산진구,자가처리,중장비(대),0,2017
부산,동래구,자가처리,중장비(대),0,2017
부산,남구,자가처리,중장비(대),0,2017
부산,북구,자가처리,중장비(대),0,2017
부산,해운대구,자가처리,중장비(대),0,2017
부산,사하구,자가처리,중장비(대),0,2017
부산,금정구,자가처리,중장비(대),0,2017
부산,강서구,자가처리,중장비(대),0,2017
부산,연제구,자가처리,중장비(대),0,2017
부산,수영구,자가처리,중장비(대),0,2017
부산,사상구,자가처리,중장비(대),0,2017
부산,기장군,자가처리,중장비(대),0,2017
대구,중구,자가처리,중장비(대),0,2017
대구,동구,자가처리,중장비(대),0,2017
대구,서구,자가처리,중장비(대),0,2017
대구,남구,자가처리,중장비(대),0,2017
대구,북구,자가처리,중장비(대),0,2017
대구,수성구,자가처리,중장비(대),0,2017
대구,달서구,자가처리,중장비(대),0,2017
대구,달성군,자가처리,중장비(대),0,2017
대구,군위군,자가처리,중장비(대),0,2017
인천,중구,자가처리,중장비(대),0,2017
인천,동구,자가처리,중장비(대),0,2017
인천,미추홀구,자가처리,중장비(대),0,2017
인천,연수구,자가처리,중장비(대),0,2017
인천,남동구,자가처리,중장비(대),0,2017
인천,부평구,자가처리,중장비(대),0,2017
인천,계양구,자가처리,중장비(대),0,2017
인천,서구,자가처리,중장비(대),0,2017
인천,강화군,자가처리,중장비(대),0,2017
인천,옹진군,자가처리,중장비(대),0,2017
광주,동구,자가처리,중장비(대),0,2017
광주,서구,자가처리,중장비(대),0,2017
광주,남구,자가처리,중장비(대),0,2017
광주,북구,자가처리,중장비(대),0,2017
광주,광산구,자가처리,중장비(대),0,2017
대전,동구,자가처리,중장비(대),0,2017
대전,중구,자가처리,중장비(대),0,2017
대전,서구,자가처리,중장비(대),0,2017
대전,유성구,자가처리,중장비(대),0,2017
대전,대덕구,자가처리,중장비(대),0,2017
울산,중구,자가처리,중장비(대),0,2017
울산,남구,자가처리,중장비(대),0,2017
울산,동구,자가처리,중장비(대),0,2017
울산,북구,자가처리,중장비(대),0,2017
울산,울주군,자가처리,중장비(대),0,2017
세종,세종특별자치시,자가처리,중장비(대),0,2017
경기,수원시,자가처리,중장비(대),0,2017
경기,성남시,자가처리,중장비(대),0,2017
경기,의정부시,자가처리,중장비(대),0,2017
경기,안양시,자가처리,중장비(대),0,2017
경기,부천시,자가처리,중장비(대),0,2017
경기,광명시,자가처리,중장비(대),0,2017
경기,평택시,자가처리,중장비(대),0,2017
경기,동두천시,자가처리,중장비(대),0,2017
경기,안산시,자가처리,중장비(대),0,2017
경기,고양시,자가처리,중장비(대),0,2017
경기,과천시,자가처리,중장비(대),0,2017
경기,구리시,자가처리,중장비(대),0,2017
경기,남양주시,자가처리,중장비(대),0,2017
경기,오산시,자가처리,중장비(대),0,2017
경기,시흥시,자가처리,중장비(대),0,2017
경기,군포시,자가처리,중장비(대),0,2017
경기,의왕시,자가처리,중장비(대),0,2017
경기,하남시,자가처리,중장비(대),0,2017
경기,용인시,자가처리,중장비(대),0,2017
경기,파주시,자가처리,중장비(대),0,2017
경기,이천시,자가처리,중장비(대),0,2017
경기,안성시,자가처리,중장비(대),0,2017
경기,김포시,자가처리,중장비(대),0,2017
경기,화성시,자가처리,중장비(대),0,2017
경기,광주시,자가처리,중장비(대),0,2017
경기,양주시,자가처리,중장비(대),0,2017
경기,포천시,자가처리,중장비(대),0,2017
경기,여주시,자가처리,중장비(대),0,2017
경기,연천군,자가처리,중장비(대),0,2017
경기,가평군,자가처리,중장비(대),0,2017
경기,양평군,자가처리,중장비(대),0,2017
충북,청주시,자가처리,중장비(대),0,2017
충북,충주시,자가처리,중장비(대),0,2017
충북,제천시,자가처리,중장비(대),0,2017
충북,보은군,자가처리,중장비(대),0,2017
충북,옥천군,자가처리,중장비(대),0,2017
충북,영동군,자가처리,중장비(대),0,2017
충북,증평군,자가처리,중장비(대),0,2017
충북,진천군,자가처리,중장비(대),0,2017
충북,괴산군,자가처리,중장비(대),0,2017
충북,음성군,자가처리,중장비(대),0,2017
충북,단양군,자가처리,중장비(대),0,2017
충남,천안시,자가처리,중장비(대),0,2017
충남,공주시,자가처리,중장비(대),0,2017
충남,보령시,자가처리,중장비(대),0,2017
충남,아산시,자가처리,중장비(대),0,2017
충남,서산시,자가처리,중장비(대),0,2017
충남,논산시,자가처리,중장비(대),0,2017
충남,계룡시,자가처리,중장비(대),0,2017
충남,당진시,자가처리,중장비(대),0,2017
충남,금산군,자가처리,중장비(대),0,2017
충남,부여군,자가처리,중장비(대),0,2017
충남,서천군,자가처리,중장비(대),0,2017
충남,청양군,자가처리,중장비(대),0,2017
충남,홍성군,자가처리,중장비(대),0,2017
충남,예산군,자가처리,중장비(대),0,2017
충남,태안군,자가처리,중장비(대),0,2017
전북,전주시,자가처리,중장비(대),0,2017
전북,군산시,자가처리,중장비(대),0,2017
전북,익산시,자가처리,중장비(대),0,2017
전북,정읍시,자가처리,중장비(대),0,2017
전북,남원시,자가처리,중장비(대),0,2017
전북,김제시,자가처리,중장비(대),0,2017
전북,완주군,자가처리,중장비(대),0,2017
전북,진안군,자가처리,중장비(대),0,2017
전북,무주군,자가처리,중장비(대),0,2017
전북,장수군,자가처리,중장비(대),0,2017
전북,임실군,자가처리,중장비(대),0,2017
전북,순창군,자가처리,중장비(대),0,2017
전북,고창군,자가처리,중장비(대),0,2017
전북,부안군,자가처리,중장비(대),0,2017
전남,목포시,자가처리,중장비(대),0,2017
전남,여수시,자가처리,중장비(대),0,2017
전남,순천시,자가처리,중장비(대),0,2017
전남,나주시,자가처리,중장비(대),0,2017
전남,광양시,자가처리,중장비(대),0,2017
전남,담양군,자가처리,중장비(대),0,2017
전남,곡성군,자가처리,중장비(대),0,2017
전남,구례군,자가처리,중장비(대),0,2017
전남,고흥군,자가처리,중장비(대),0,2017
전남,보성군,자가처리,중장비(대),0,2017
전남,화순군,자가처리,중장비(대),0,2017
전남,장흥군,자가처리,중장비(대),0,2017
전남,강진군,자가처리,중장비(대),0,2017
전남,해남군,자가처리,중장비(대),0,2017
전남,영암군,자가처리,중장비(대),0,2017
전남,무안군,자가처리,중장비(대),0,2017
전남,함평군,자가처리,중장비(대),0,2017
전남,영광군,자가처리,중장비(대),0,2017
전남,장성군,자가처리,중장비(대),0,2017
전남,완도군,자가처리,중장비(대),0,2017
전남,진도군,자가처리,중장비(대),0,2017
전남,신안군,자가처리,중장비(대),0,2017
경북,포항시,자가처리,중장비(대),0,2017
경북,경주시,자가처리,중장비(대),0,2017
경북,김천시,자가처리,중장비(대),0,2017
경북,안동시,자가처리,중장비(대),0,2017
경북,구미시,자가처리,중장비(대),0,2017
경북,영주시,자가처리,중장비(대),0,2017
경북,영천시,자가처리,중장비(대),0,2017
경북,상주시,자가처리,중장비(대),0,2017
경북,문경시,자가처리,중장비(대),0,2017
경북,경산시,자가처리,중장비(대),0,2017
경북,의성군,자가처리,중장비(대),0,2017
