,재활용가능자원 분리배출_종이류,종량제에 의한 혼합배출_가연성_음식물채소류,재활용가능자원 분리배출_기타,재활용가능자원 분리배출_전자제품,종량제에 의한 혼합배출_가연성_플라스틱류,종량제에 의한 혼합배출_불연성_소계,종량제에 의한 혼합배출_소계,재활용가능자원 분리배출_발포수지류,총계,재활용가능자원 분리배출_영농폐기물,종량제에 의한 혼합배출_불연성_토사류,재활용가능자원 분리배출_가구류,재활용가능자원 분리배출_기타(배출불명 등),음식물류 배출(분리배출 지역일 경우),재활용가능자원 분리배출_형광등,종량제에 의한 혼합배출_가연성_소계,재활용가능자원 분리배출_소계,구분_시군구,재활용가능자원 분리배출_폐식용유,종량제에 의한 혼합배출_가연성_고무피혁류,재활용가능자원 분리배출_윤활유,재활용가능자원 분리배출_전지류,재활용가능자원 분리배출_의류,종량제에 의한 혼합배출_가연성_기타,재활용가능자원 분리배출_합성수지류,종량제에 의한 혼합배출_가연성_나무류,재활용가능자원 분리배출_고철류,종량제에 의한 혼합배출_가연성_종이류,재활용가능자원 분리배출_플라스틱류,종량제에 의한 혼합배출_불연성_금속류,재활용가능자원 분리배출_캔류,발생량및처리현황,종량제에 의한 혼합배출_불연성_기타,재활용가능자원 분리배출_유리병류,종량제에 의한 혼합배출_불연성_유리류,재활용가능자원 분리배출_타이어,구분_시도
202,0.0,4.2,0.0,0.0,6.8,0.0,40.1,0.0,40.1,0.0,0.0,0.0,0.0,0.0,0.0,40.1,0.0,중구,0.0,8.0,0.0,0.0,0.0,0.7,0.0,8.8,0.0,11.6,0.0,0.0,0.0,소각,0.0,0.0,0.0,0.0,인천
203,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.2,68.7,0.0,0.0,0.0,0.0,52.2,0.1,0.0,16.5,중구,0.0,0.0,0.0,0.0,0.7,0.0,3.8,0.0,0.4,0.0,1.8,0.0,0.8,재활용,0.0,3.1,0.0,0.0,인천
204,3.2,0.0,0.1,0.1,3.6,5.9,20.7,0.4,53.1,0.0,0.3,0.1,0.9,21.9,0.1,13.9,10.5,동구,0.0,0.3,0.0,0.0,0.7,5.6,2.4,0.3,0.4,4.1,1.3,0.3,0.5,발생량,4.2,1.2,1.1,0.0,인천
205,0.0,0.0,0.0,0.0,0.0,5.9,6.4,0.0,6.4,0.0,0.3,0.0,0.5,0.0,0.0,0.0,0.0,동구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,매립,4.2,0.0,1.1,0.0,인천
206,0.0,0.0,0.0,0.0,3.6,0.0,14.3,0.0,14.3,0.0,0.0,0.0,0.4,0.0,0.0,13.9,0.0,동구,0.0,0.3,0.0,0.0,0.0,5.6,0.0,0.3,0.0,4.1,0.0,0.0,0.0,소각,0.0,0.0,0.0,0.0,인천
207,3.2,0.0,0.1,0.1,0.0,0.0,0.0,0.4,32.4,0.0,0.0,0.1,0.0,21.9,0.1,0.0,10.5,동구,0.0,0.0,0.0,0.0,0.7,0.0,2.4,0.0,0.4,0.0,1.3,0.0,0.5,재활용,0.0,1.2,0.0,0.0,인천
208,8.9,0.6,15.0,0.3,5.7,25.6,112.1,1.3,255.5,0.3,1.7,0.5,0.0,89.9,0.0,86.5,53.5,미추홀구,0.0,6.3,0.0,0.1,1.2,50.1,17.6,6.6,1.1,17.2,3.3,2.9,1.4,발생량,18.7,2.5,2.3,0.0,인천
209,0.0,0.0,0.0,0.0,0.0,25.6,25.6,0.0,25.6,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,미추홀구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.0,매립,18.7,0.0,2.3,0.0,인천
210,0.0,0.6,0.0,0.0,5.7,0.0,86.5,0.0,86.5,0.0,0.0,0.0,0.0,0.0,0.0,86.5,0.0,미추홀구,0.0,6.3,0.0,0.0,0.0,50.1,0.0,6.6,0.0,17.2,0.0,0.0,0.0,소각,0.0,0.0,0.0,0.0,인천
211,8.9,0.0,15.0,0.3,0.0,0.0,0.0,1.3,143.4,0.3,0.0,0.5,0.0,89.9,0.0,0.0,53.5,미추홀구,0.0,0.0,0.0,0.1,1.2,0.0,17.6,0.0,1.1,0.0,3.3,0.0,1.4,재활용,0.0,2.5,0.0,0.0,인천
212,17.6,0.0,0.3,0.7,14.2,10.0,91.1,2.4,209.7,0.0,1.1,0.8,0.0,73.4,0.4,81.1,45.2,연수구,0.1,13.9,0.0,0.2,1.7,31.9,9.4,7.0,4.1,14.1,3.3,0.0,1.8,발생량,8.9,2.4,0.0,0.0,인천
213,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,10.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,연수구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,매립,8.9,0.0,0.0,0.0,인천
214,0.0,0.0,0.0,0.0,14.2,0.0,81.1,0.0,81.1,0.0,0.0,0.0,0.0,0.0,0.0,81.1,0.0,연수구,0.0,13.9,0.0,0.0,0.0,31.9,0.0,7.0,0.0,14.1,0.0,0.0,0.0,소각,0.0,0.0,0.0,0.0,인천
215,17.6,0.0,0.3,0.7,0.0,0.0,0.0,2.4,118.6,0.0,0.0,0.8,0.0,73.4,0.4,0.0,45.2,연수구,0.1,0.0,0.0,0.2,1.7,0.0,9.4,0.0,4.1,0.0,3.3,0.0,1.8,재활용,0.0,2.4,0.0,0.0,인천
216,26.1,0.0,0.4,0.0,3.2,18.3,121.8,0.9,332.6,0.0,0.0,0.1,0.0,162.1,0.6,103.5,48.7,남동구,0.0,3.5,0.0,0.0,1.8,76.6,5.7,3.7,0.9,16.5,6.6,0.0,1.3,발생량,18.3,4.3,0.0,0.0,인천
217,0.0,0.0,0.0,0.0,0.0,18.3,18.3,0.0,18.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,남동구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,매립,18.3,0.0,0.0,0.0,인천
218,0.0,0.0,0.0,0.0,3.2,0.0,103.5,0.0,103.5,0.0,0.0,0.0,0.0,0.0,0.0,103.5,0.0,남동구,0.0,3.5,0.0,0.0,0.0,76.6,0.0,3.7,0.0,16.5,0.0,0.0,0.0,소각,0.0,0.0,0.0,0.0,인천
219,26.1,0.0,0.4,0.0,0.0,0.0,0.0,0.9,210.8,0.0,0.0,0.1,0.0,162.1,0.6,0.0,48.7,남동구,0.0,0.0,0.0,0.0,1.8,0.0,5.7,0.0,0.9,0.0,6.6,0.0,1.3,재활용,0.0,4.3,0.0,0.0,인천
220,20.3,12.2,0.0,1.0,37.3,11.9,154.0,1.6,334.4,0.0,0.7,0.0,2.2,115.7,0.7,139.9,64.7,부평구,0.0,1.7,0.0,0.0,4.6,25.0,10.1,3.9,3.5,59.8,8.4,5.7,3.9,발생량,1.9,10.6,3.6,0.0,인천
221,0.0,3.7,0.0,0.0,11.4,3.6,46.3,0.0,46.3,0.0,0.2,0.0,0.2,0.0,0.0,42.5,0.0,부평구,0.0,0.5,0.0,0.0,0.0,7.6,0.0,1.2,0.0,18.1,0.0,1.7,0.0,매립,0.6,0.0,1.1,0.0,인천
222,0.0,8.5,0.0,0.0,25.9,8.3,107.7,0.0,107.7,0.0,0.5,0.0,2.0,0.0,0.0,97.4,0.0,부평구,0.0,1.2,0.0,0.0,0.0,17.4,0.0,2.7,0.0,41.7,0.0,4.0,0.0,소각,1.3,0.0,2.5,0.0,인천
223,20.3,0.0,0.0,1.0,0.0,0.0,0.0,1.6,180.4,0.0,0.0,0.0,0.0,115.7,0.7,0.0,64.7,부평구,0.0,0.0,0.0,0.0,4.6,0.0,10.1,0.0,3.5,0.0,8.4,0.0,3.9,재활용,0.0,10.6,0.0,0.0,인천
224,9.7,0.5,0.2,0.2,5.6,21.5,83.6,0.1,190.1,0.0,5.8,0.0,0.9,83.1,0.2,61.2,23.4,계양구,0.0,1.1,0.0,0.1,0.4,26.5,4.2,10.0,1.0,17.5,2.9,1.9,1.1,발생량,9.6,3.3,4.2,0.0,인천
225,0.0,0.0,0.0,0.0,0.0,21.2,21.2,0.0,21.2,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,계양구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,매립,9.6,0.0,4.2,0.0,인천
226,0.0,0.5,0.0,0.0,5.6,0.3,56.9,0.0,56.9,0.0,0.3,0.0,0.9,0.0,0.0,55.7,0.0,계양구,0.0,1.1,0.0,0.0,0.0,26.5,0.0,4.5,0.0,17.5,0.0,0.0,0.0,소각,0.0,0.0,0.0,0.0,인천
227,9.7,0.0,0.2,0.2,0.0,0.0,5.5,0.1,112.0,0.0,0.0,0.0,0.0,83.1,0.2,5.5,23.4,계양구,0.0,0.0,0.0,0.1,0.4,0.0,4.2,5.5,1.0,0.0,2.9,0.0,1.1,재활용,0.0,3.3,0.0,0.0,인천
228,16.0,0.0,1.3,0.9,13.1,17.8,140.6,0.3,284.9,0.1,1.3,0.6,0.0,92.4,0.7,122.8,51.9,서구,0.0,5.5,0.0,0.1,3.5,45.3,5.3,8.1,1.1,50.8,3.2,1.7,1.4,발생량,14.4,17.4,0.4,0.0,인천
229,0.0,0.0,0.0,0.0,6.1,17.8,50.9,0.0,50.9,0.0,1.3,0.0,0.0,0.0,0.0,33.1,0.0,서구,0.0,1.7,0.0,0.0,0.0,6.5,0.0,3.0,0.0,15.8,0.0,1.7,0.0,매립,14.4,0.0,0.4,0.0,인천
230,0.0,0.0,0.0,0.0,7.0,0.0,89.7,0.0,89.7,0.0,0.0,0.0,0.0,0.0,0.0,89.7,0.0,서구,0.0,3.8,0.0,0.0,0.0,38.8,0.0,5.1,0.0,35.0,0.0,0.0,0.0,소각,0.0,0.0,0.0,0.0,인천
231,16.0,0.0,1.3,0.9,0.0,0.0,0.0,0.3,144.3,0.1,0.0,0.6,0.0,92.4,0.7,0.0,51.9,서구,0.0,0.0,0.0,0.1,3.5,0.0,5.3,0.0,1.1,0.0,3.2,0.0,1.4,재활용,0.0,17.4,0.0,0.0,인천
232,1.3,0.0,0.0,0.7,0.3,1.7,14.6,0.0,32.6,2.0,0.1,1.4,0.0,9.2,0.0,12.9,8.8,강화군,0.0,0.4,0.0,0.0,0.0,8.4,0.0,1.1,0.2,2.7,1.3,0.5,0.3,발생량,0.8,1.6,0.3,0.0,인천
233,0.0,0.0,0.0,0.0,0.0,1.6,2.0,0.0,2.0,0.0,0.1,0.0,0.0,0.0,0.0,0.4,0.0,강화군,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.5,0.0,매립,0.8,0.0,0.2,0.0,인천
234,0.0,0.0,0.0,0.0,0.3,0.1,12.6,0.0,12.6,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,강화군,0.0,0.4,0.0,0.0,0.0,8.1,0.0,1.0,0.0,2.7,0.0,0.0,0.0,소각,0.0,0.0,0.1,0.0,인천
235,1.3,0.0,0.0,0.7,0.0,0.0,0.0,0.0,18.0,2.0,0.0,1.4,0.0,9.2,0.0,0.0,8.8,강화군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.3,0.0,0.3,재활용,0.0,1.6,0.0,0.0,인천
236,0.7,0.0,0.0,0.8,0.0,0.6,8.8,0.0,17.9,0.0,0.1,0.0,0.3,4.6,0.0,7.9,4.5,옹진군,0.0,0.0,0.0,0.0,0.0,2.8,0.2,0.5,1.0,4.6,0.7,0.1,0.5,발생량,0.3,0.6,0.1,0.0,인천
237,0.0,0.0,0.0,0.0,0.0,0.6,0.7,0.0,0.7,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,옹진군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,매립,0.3,0.0,0.1,0.0,인천
238,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,7.9,0.0,0.0,0.0,0.0,0.1,0.0,7.8,0.0,옹진군,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.4,0.0,4.6,0.0,0.0,0.0,소각,0.0,0.0,0.0,0.0,인천
239,0.7,0.0,0.0,0.8,0.0,0.0,0.3,0.0,9.3,0.0,0.0,0.0,0.3,4.5,0.0,0.0,4.5,옹진군,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,0.0,0.7,0.0,0.5,재활용,0.0,0.6,0.0,0.0,인천
240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,청라경제청,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,발생량,0.0,0.0,0.0,0.0,인천
241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,청라경제청,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,매립,0.0,0.0,0.0,0.0,인천
242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,청라경제청,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,소각,0.0,0.0,0.0,0.0,인천
243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,청라경제청,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,재활용,0.0,0.0,0.0,0.0,인천
244,0.1,3.6,0.0,0.0,12.6,7.7,50.0,0.2,88.8,0.0,2.2,1.4,0.0,35.0,0.1,42.3,3.8,동구,0.0,0.9,0.0,0.0,0.0,2.6,1.0,1.0,0.1,21.6,0.3,3.4,0.0,발생량,2.1,0.6,0.0,0.0,광주
245,0.0,3.2,0.0,0.0,11.1,7.0,44.6,0.0,44.6,0.0,1.5,0.0,0.0,0.0,0.0,37.6,0.0,동구,0.0,0.6,0.0,0.0,0.0,2.6,0.0,0.7,0.0,19.4,0.0,3.4,0.0,매립,2.1,0.0,0.0,0.0,광주
246,0.0,0.4,0.0,0.0,1.5,0.7,5.4,0.0,5.4,0.0,0.7,0.0,0.0,0.0,0.0,4.7,0.0,동구,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.0,2.2,0.0,0.0,0.0,소각,0.0,0.0,0.0,0.0,광주
247,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,38.8,0.0,0.0,1.4,0.0,35.0,0.1,0.0,3.8,동구,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.3,0.0,0.0,재활용,0.0,0.6,0.0,0.0,광주
248,0.5,10.0,1.3,0.0,29.6,26.4,109.6,0.3,245.9,0.0,9.0,8.7,0.0,116.9,0.2,83.2,19.4,서구,0.0,4.0,0.0,0.0,0.0,28.4,3.7,4.0,0.3,7.2,2.1,11.3,0.3,발생량,6.1,2.0,0.0,0.0,광주
249,0.0,4.4,0.0,0.0,7.5,9.3,38.4,0.0,38.4,0.0,2.7,0.0,0.0,0.0,0.0,29.1,0.0,서구,0.0,2.8,0.0,0.0,0.0,8.8,0.0,2.8,0.0,2.8,0.0,3.6,0.0,매립,3.0,0.0,0.0,0.0,광주
250,0.0,5.6,0.0,0.0,22.1,17.1,71.2,0.0,71.2,0.0,6.3,0.0,0.0,0.0,0.0,54.1,0.0,서구,0.0,1.2,0.0,0.0,0.0,19.6,0.0,1.2,0.0,4.4,0.0,7.7,0.0,소각,3.1,0.0,0.0,0.0,광주
251,0.5,0.0,1.3,0.0,0.0,0.0,0.0,0.3,136.3,0.0,0.0,8.7,0.0,116.9,0.2,0.0,19.4,서구,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,0.3,0.0,2.1,0.0,0.3,재활용,0.0,2.0,0.0,0.0,광주
252,0.9,4.7,0.0,0.5,16.4,9.5,64.6,0.7,174.6,0.1,2.1,0.1,0.0,66.1,3.1,55.1,43.9,남구,3.5,1.1,0.0,0.0,0.0,3.4,5.8,1.3,1.4,28.2,16.3,5.3,1.4,발생량,2.1,10.1,0.0,0.0,광주
253,0.0,4.2,0.0,0.0,14.7,8.5,58.2,0.0,58.2,0.0,2.0,0.0,0.0,0.0,0.0,49.7,0.0,남구,0.0,0.7,0.0,0.0,0.0,3.4,0.0,1.0,0.0,25.7,0.0,4.5,0.0,매립,2.0,0.0,0.0,0.0,광주
254,0.0,0.5,0.0,0.0,1.7,1.0,6.4,0.0,6.4,0.0,0.1,0.0,0.0,0.0,0.0,5.4,0.0,남구,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.3,0.0,2.5,0.0,0.8,0.0,소각,0.1,0.0,0.0,0.0,광주
255,0.9,0.0,0.0,0.5,0.0,0.0,0.0,0.7,110.0,0.1,0.0,0.1,0.0,66.1,3.1,0.0,43.9,남구,3.5,0.0,0.0,0.0,0.0,0.0,5.8,0.0,1.4,0.0,16.3,0.0,1.4,재활용,0.0,10.1,0.0,0.0,광주
256,1.0,8.7,0.0,0.7,30.8,17.6,118.3,0.0,295.0,0.0,2.8,0.0,0.0,149.0,0.1,100.7,27.7,북구,0.0,4.2,0.0,0.2,0.0,3.6,16.0,3.7,0.3,49.7,4.6,11.9,0.4,발생량,2.9,4.4,0.0,0.0,광주
257,0.0,4.4,0.0,0.0,15.5,9.0,61.4,0.0,61.4,0.0,2.2,0.0,0.0,0.0,0.0,52.4,0.0,북구,0.0,0.8,0.0,0.0,0.0,3.6,0.0,1.0,0.0,27.1,0.0,4.7,0.0,매립,2.1,0.0,0.0,0.0,광주
258,0.0,4.3,0.0,0.0,15.3,8.6,56.9,0.0,56.9,0.0,0.6,0.0,0.0,0.0,0.0,48.3,0.0,북구,0.0,3.4,0.0,0.0,0.0,0.0,0.0,2.7,0.0,22.6,0.0,7.2,0.0,소각,0.8,0.0,0.0,0.0,광주
259,1.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,176.7,0.0,0.0,0.0,0.0,149.0,0.1,0.0,27.7,북구,0.0,0.0,0.0,0.2,0.0,0.0,16.0,0.0,0.3,0.0,4.6,0.0,0.4,재활용,0.0,4.4,0.0,0.0,광주
260,8.7,6.1,0.0,0.0,19.2,12.3,94.1,0.0,282.3,0.0,7.1,0.0,0.7,132.9,0.0,81.1,55.3,광산구,0.0,3.7,0.0,0.0,0.0,2.3,6.5,8.9,22.0,40.9,5.4,2.3,6.2,발생량,2.9,6.5,0.0,0.0,광주
261,0.0,2.3,0.0,0.0,5.8,5.3,44.4,0.0,44.4,0.0,0.7,0.0,0.0,0.0,0.0,39.1,0.0,광산구,0.0,0.7,0.0,0.0,0.0,2.1,0.0,6.4,0.0,21.8,0.0,2.3,0.0,매립,2.3,0.0,0.0,0.0,광주
262,0.0,3.8,0.0,0.0,13.4,7.0,49.7,0.0,49.7,0.0,6.4,0.0,0.7,0.0,0.0,42.0,0.0,광산구,0.0,3.0,0.0,0.0,0.0,0.2,0.0,2.5,0.0,19.1,0.0,0.0,0.0,소각,0.6,0.0,0.0,0.0,광주
263,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.2,0.0,0.0,0.0,0.0,132.9,0.0,0.0,55.3,광산구,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,22.0,0.0,5.4,0.0,6.2,재활용,0.0,6.5,0.0,0.0,광주
264,21.1,6.0,1.4,0.0,1.1,1.9,89.3,0.0,227.6,2.3,0.0,0.0,32.0,65.7,0.2,55.4,72.6,동구,0.0,0.0,0.0,0.0,0.0,47.2,12.6,0.0,16.8,1.1,4.2,0.2,2.7,발생량,0.0,11.3,1.7,0.0,대전
265,0.0,3.0,0.0,0.0,0.4,1.1,50.8,0.0,50.8,0.0,0.0,0.0,17.0,0.0,0.0,32.7,0.0,동구,0.0,0.0,0.0,0.0,0.0,29.2,0.0,0.0,0.0,0.1,0.0,0.1,0.0,매립,0.0,0.0,1.0,0.0,대전
266,0.0,3.0,0.0,0.0,0.7,0.8,38.5,0.0,38.5,0.0,0.0,0.0,15.0,0.0,0.0,22.7,0.0,동구,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,소각,0.0,0.0,0.7,0.0,대전
267,21.1,0.0,1.4,0.0,0.0,0.0,0.0,0.0,138.3,2.3,0.0,0.0,0.0,65.7,0.2,0.0,72.6,동구,0.0,0.0,0.0,0.0,0.0,0.0,12.6,0.0,16.8,0.0,4.2,0.0,2.7,재활용,0.0,11.3,0.0,0.0,대전
268,34.8,6.4,0.3,0.7,15.1,7.4,83.3,0.3,245.3,0.0,0.0,3.9,0.0,74.0,0.3,75.9,88.0,중구,0.0,5.8,0.0,0.1,0.0,20.9,12.5,6.7,9.3,21.0,8.5,1.9,6.0,발생량,4.6,11.3,0.9,0.0,대전
269,0.0,3.5,0.0,0.0,8.6,7.4,46.7,0.0,46.7,0.0,0.0,0.0,0.0,0.0,0.0,39.3,0.0,중구,0.0,3.0,0.0,0.0,0.0,13.2,0.0,3.6,0.0,7.4,0.0,1.9,0.0,매립,4.6,0.0,0.9,0.0,대전
270,0.0,2.9,0.0,0.0,6.5,0.0,36.6,0.0,36.6,0.0,0.0,0.0,0.0,0.0,0.0,36.6,0.0,중구,0.0,2.8,0.0,0.0,0.0,7.7,0.0,3.1,0.0,13.6,0.0,0.0,0.0,소각,0.0,0.0,0.0,0.0,대전
271,34.8,0.0,0.3,0.7,0.0,0.0,0.0,0.3,162.0,0.0,0.0,3.9,0.0,74.0,0.3,0.0,88.0,중구,0.0,0.0,0.0,0.1,0.0,0.0,12.5,0.0,9.3,0.0,8.5,0.0,6.0,재활용,0.0,11.3,0.0,0.0,대전
272,49.6,0.0,0.0,0.0,33.5,13.1,156.0,0.0,425.9,0.6,0.0,0.0,10.5,148.9,0.2,132.4,121.0,서구,0.0,15.6,0.0,0.1,0.0,10.3,18.4,10.9,8.5,62.1,12.3,4.9,2.6,발생량,0.0,28.7,8.2,0.0,대전
273,0.0,0.0,0.0,0.0,9.5,13.1,88.0,0.0,88.0,0.0,0.0,0.0,10.5,0.0,0.0,64.4,0.0,서구,0.0,4.9,0.0,0.0,0.0,8.8,0.0,7.2,0.0,34.0,0.0,4.9,0.0,매립,0.0,0.0,8.2,0.0,대전
274,0.0,0.0,0.0,0.0,24.0,0.0,68.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,서구,0.0,10.7,0.0,0.0,0.0,1.5,0.0,3.7,0.0,28.1,0.0,0.0,0.0,소각,0.0,0.0,0.0,0.0,대전
275,49.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.9,0.6,0.0,0.0,0.0,148.9,0.2,0.0,121.0,서구,0.0,0.0,0.0,0.1,0.0,0.0,18.4,0.0,8.5,0.0,12.3,0.0,2.6,재활용,0.0,28.7,0.0,0.0,대전
276,28.3,0.0,15.7,0.0,9.0,31.6,107.8,0.3,309.8,0.0,0.0,0.0,0.0,101.7,0.4,76.2,100.3,유성구,0.0,5.5,0.0,0.1,0.0,18.6,8.2,7.9,11.6,35.2,13.0,2.3,3.2,발생량,19.9,19.5,9.4,0.0,대전
277,0.0,0.0,0.0,0.0,4.7,17.6,46.6,0.0,46.6,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,유성구,0.0,1.9,0.0,0.0,0.0,9.5,0.0,3.4,0.0,9.5,0.0,1.5,0.0,매립,9.6,0.0,6.5,0.0,대전
278,0.0,0.0,0.0,0.0,4.3,14.0,61.2,0.0,61.2,0.0,0.0,0.0,0.0,0.0,0.0,47.2,0.0,유성구,0.0,3.6,0.0,0.0,0.0,9.1,0.0,4.5,0.0,25.7,0.0,0.8,0.0,소각,10.3,0.0,2.9,0.0,대전
279,28.3,0.0,15.7,0.0,0.0,0.0,0.0,0.3,202.0,0.0,0.0,0.0,0.0,101.7,0.4,0.0,100.3,유성구,0.0,0.0,0.0,0.1,0.0,0.0,8.2,0.0,11.6,0.0,13.0,0.0,3.2,재활용,0.0,19.5,0.0,0.0,대전
280,15.6,4.2,0.5,0.1,11.3,3.7,53.0,0.5,198.1,0.0,0.3,0.0,0.0,60.3,0.1,49.3,84.8,대덕구,0.0,0.9,0.0,0.1,0.0,13.4,18.0,0.9,5.3,18.6,12.4,0.3,20.4,발생량,2.4,11.8,0.7,0.0,대전
281,0.0,1.0,0.0,0.0,2.5,1.0,12.0,0.0,12.0,0.0,0.1,0.0,0.0,0.0,0.0,11.0,0.0,대덕구,0.0,0.2,0.0,0.0,0.0,2.9,0.0,0.2,0.0,4.2,0.0,0.1,0.0,매립,0.6,0.0,0.2,0.0,대전
282,0.0,3.2,0.0,0.0,8.8,2.7,41.0,0.0,41.0,0.0,0.2,0.0,0.0,0.0,0.0,38.3,0.0,대덕구,0.0,0.7,0.0,0.0,0.0,10.5,0.0,0.7,0.0,14.4,0.0,0.2,0.0,소각,1.8,0.0,0.5,0.0,대전
283,15.6,0.0,0.5,0.1,0.0,0.0,0.0,0.5,145.1,0.0,0.0,0.0,0.0,60.3,0.1,0.0,84.8,대덕구,0.0,0.0,0.0,0.1,0.0,0.0,18.0,0.0,5.3,0.0,12.4,0.0,20.4,재활용,0.0,11.8,0.0,0.0,대전
284,23.7,0.0,2.4,1.1,8.0,33.7,129.0,0.1,282.0,0.1,2.5,0.0,22.3,64.1,28.6,73.0,88.9,중구,0.3,4.4,0.0,0.0,0.0,38.7,3.0,8.0,0.3,13.9,7.6,0.0,12.0,발생량,29.9,9.7,1.3,0.0,울산
285,0.0,0.0,0.0,0.0,0.0,33.7,56.0,0.0,56.0,0.0,2.5,0.0,22.3,0.0,0.0,0.0,0.0,중구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,매립,29.9,0.0,1.3,0.0,울산
286,0.0,0.0,0.0,0.0,8.0,0.0,73.0,0.0,79.3,0.0,0.0,0.0,0.0,6.3,0.0,73.0,0.0,중구,0.0,4.4,0.0,0.0,0.0,38.7,0.0,8.0,0.0,13.9,0.0,0.0,0.0,소각,0.0,0.0,0.0,0.0,울산
287,23.7,0.0,2.4,1.1,0.0,0.0,0.0,0.1,146.7,0.1,0.0,0.0,0.0,57.8,28.6,0.0,88.9,중구,0.3,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.3,0.0,7.6,0.0,12.0,재활용,0.0,9.7,0.0,0.0,울산
288,44.4,0.0,12.6,2.3,24.5,54.1,199.8,0.2,451.3,0.0,4.3,0.0,17.8,100.7,0.4,127.9,150.8,남구,0.0,14.3,0.0,0.1,6.1,55.7,14.4,11.7,33.6,21.7,5.9,4.9,17.1,발생량,38.2,13.7,6.7,0.0,울산
289,0.0,0.0,0.0,0.0,0.0,54.1,65.3,0.0,65.3,0.0,4.3,0.0,11.2,0.0,0.0,0.0,0.0,남구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,0.0,매립,38.2,0.0,6.7,0.0,울산
290,0.0,0.0,0.0,0.0,24.5,0.0,134.5,0.0,145.2,0.0,0.0,0.0,6.6,10.7,0.0,127.9,0.0,남구,0.0,14.3,0.0,0.0,0.0,55.7,0.0,11.7,0.0,21.7,0.0,0.0,0.0,소각,0.0,0.0,0.0,0.0,울산
