구분_시도,구분_시군구,종류,하위종류,발생량,매립,소각,재활용
경기,오산시,음식물류 배출(분리배출 지역일 경우),EMPTY,55.7,0.0,0.0,55.7
경기,오산시,재활용가능자원 분리배출,가구류,4.2,0.0,0.0,4.2
경기,오산시,재활용가능자원 분리배출,고철류,0.0,0.0,0.0,0.0
경기,오산시,재활용가능자원 분리배출,금속캔,1.1,0.0,0.0,1.1
경기,오산시,재활용가능자원 분리배출,기타,8.3,0.0,0.0,8.3
경기,오산시,재활용가능자원 분리배출,기타(배출불명 등),0.0,0.0,0.0,0.0
경기,오산시,재활용가능자원 분리배출,발포수지류,1.1,0.0,0.0,1.1
경기,오산시,재활용가능자원 분리배출,비닐류(합성수지류),8.4,0.0,0.0,8.4
경기,오산시,재활용가능자원 분리배출,영농폐기물,5.7,0.0,0.0,5.7
경기,오산시,재활용가능자원 분리배출,유리병류,2.4,0.0,0.0,2.4
경기,오산시,재활용가능자원 분리배출,윤활유,0.0,0.0,0.0,0.0
경기,오산시,재활용가능자원 분리배출,의류,0.0,0.0,0.0,0.0
경기,오산시,재활용가능자원 분리배출,재활용잔재물,0.0,0.0,0.0,0.0
경기,오산시,재활용가능자원 분리배출,전자제품,0.0,0.0,0.0,0.0
경기,오산시,재활용가능자원 분리배출,전지류,0.0,0.0,0.0,0.0
경기,오산시,재활용가능자원 분리배출,종이류,1.2,0.0,0.0,1.2
경기,오산시,재활용가능자원 분리배출,타이어,0.0,0.0,0.0,0.0
경기,오산시,재활용가능자원 분리배출,폐식용유,0.0,0.0,0.0,0.0
경기,오산시,재활용가능자원 분리배출,플라스틱류,1.2,0.0,0.0,1.2
경기,오산시,재활용가능자원 분리배출,형광등,2.2,0.0,0.0,2.2
경기,오산시,종량제에 의한 혼합배출,가연성_고무피혁류,2.2,0.1,2.1,0.0
경기,오산시,종량제에 의한 혼합배출,가연성_기타,3.9,0.9,3.0,0.0
경기,오산시,종량제에 의한 혼합배출,가연성_나무류,5.7,0.4,5.3,0.0
경기,오산시,종량제에 의한 혼합배출,가연성_음식물채소류,0.0,0.0,0.0,0.0
경기,오산시,종량제에 의한 혼합배출,가연성_종이류,39.8,2.4,37.4,0.0
경기,오산시,종량제에 의한 혼합배출,가연성_플라스틱류,19.6,0.3,19.3,0.0
경기,오산시,종량제에 의한 혼합배출,불연성_금속류,0.0,0.0,0.0,0.0
경기,오산시,종량제에 의한 혼합배출,불연성_기타,1.7,1.7,0.0,0.0
경기,오산시,종량제에 의한 혼합배출,불연성_유리류,0.0,0.0,0.0,0.0
경기,오산시,종량제에 의한 혼합배출,불연성_토사류,0.0,0.0,0.0,0.0
경기,용인시,음식물류 배출(분리배출 지역일 경우),EMPTY,214.3,0.0,0.0,214.3
경기,용인시,재활용가능자원 분리배출,가구류,78.6,0.0,0.0,78.6
경기,용인시,재활용가능자원 분리배출,고철류,17.1,0.0,0.0,17.1
경기,용인시,재활용가능자원 분리배출,금속캔,19.0,0.0,0.0,19.0
경기,용인시,재활용가능자원 분리배출,기타,3.6,0.0,0.0,3.6
경기,용인시,재활용가능자원 분리배출,기타(배출불명 등),0.0,0.0,0.0,0.0
경기,용인시,재활용가능자원 분리배출,발포수지류,5.1,0.0,0.0,5.1
경기,용인시,재활용가능자원 분리배출,비닐류(합성수지류),42.3,0.0,0.0,42.3
경기,용인시,재활용가능자원 분리배출,영농폐기물,0.0,0.0,0.0,0.0
경기,용인시,재활용가능자원 분리배출,유리병류,25.4,0.0,0.0,25.4
경기,용인시,재활용가능자원 분리배출,윤활유,0.0,0.0,0.0,0.0
경기,용인시,재활용가능자원 분리배출,의류,10.3,0.0,0.0,10.3
경기,용인시,재활용가능자원 분리배출,재활용잔재물,9.3,0.0,0.0,9.3
경기,용인시,재활용가능자원 분리배출,전자제품,8.4,0.0,0.0,8.4
경기,용인시,재활용가능자원 분리배출,전지류,0.2,0.0,0.0,0.2
경기,용인시,재활용가능자원 분리배출,종이류,38.7,0.0,0.0,38.7
경기,용인시,재활용가능자원 분리배출,타이어,0.0,0.0,0.0,0.0
경기,용인시,재활용가능자원 분리배출,폐식용유,0.0,0.0,0.0,0.0
경기,용인시,재활용가능자원 분리배출,플라스틱류,72.3,0.0,0.0,72.3
경기,용인시,재활용가능자원 분리배출,형광등,0.2,0.0,0.0,0.2
경기,용인시,종량제에 의한 혼합배출,가연성_고무피혁류,35.2,0.0,35.2,0.0
경기,용인시,종량제에 의한 혼합배출,가연성_기타,32.1,0.0,32.1,0.0
경기,용인시,종량제에 의한 혼합배출,가연성_나무류,17.7,0.0,17.7,0.0
경기,용인시,종량제에 의한 혼합배출,가연성_음식물채소류,26.9,0.0,26.9,0.0
경기,용인시,종량제에 의한 혼합배출,가연성_종이류,70.1,0.0,70.1,0.0
경기,용인시,종량제에 의한 혼합배출,가연성_플라스틱류,58.6,0.0,58.6,0.0
경기,용인시,종량제에 의한 혼합배출,불연성_금속류,0.0,0.0,0.0,0.0
경기,용인시,종량제에 의한 혼합배출,불연성_기타,7.7,7.7,0.0,0.0
경기,용인시,종량제에 의한 혼합배출,불연성_유리류,34.9,34.9,0.0,0.0
경기,용인시,종량제에 의한 혼합배출,불연성_토사류,0.0,0.0,0.0,0.0
경기,의왕시,음식물류 배출(분리배출 지역일 경우),EMPTY,39.7,0.0,0.3,39.4
경기,의왕시,재활용가능자원 분리배출,가구류,0.4,0.0,0.0,0.4
경기,의왕시,재활용가능자원 분리배출,고철류,0.0,0.0,0.0,0.0
경기,의왕시,재활용가능자원 분리배출,금속캔,0.4,0.0,0.0,0.4
경기,의왕시,재활용가능자원 분리배출,기타,0.0,0.0,0.0,0.0
경기,의왕시,재활용가능자원 분리배출,기타(배출불명 등),0.0,0.0,0.0,0.0
경기,의왕시,재활용가능자원 분리배출,발포수지류,0.0,0.0,0.0,0.0
경기,의왕시,재활용가능자원 분리배출,비닐류(합성수지류),1.7,0.0,0.0,1.7
경기,의왕시,재활용가능자원 분리배출,영농폐기물,0.0,0.0,0.0,0.0
경기,의왕시,재활용가능자원 분리배출,유리병류,0.5,0.0,0.0,0.5
경기,의왕시,재활용가능자원 분리배출,윤활유,0.0,0.0,0.0,0.0
경기,의왕시,재활용가능자원 분리배출,의류,0.0,0.0,0.0,0.0
경기,의왕시,재활용가능자원 분리배출,재활용잔재물,0.0,0.0,0.0,0.0
경기,의왕시,재활용가능자원 분리배출,전자제품,0.3,0.0,0.0,0.3
경기,의왕시,재활용가능자원 분리배출,전지류,0.0,0.0,0.0,0.0
경기,의왕시,재활용가능자원 분리배출,종이류,0.5,0.0,0.0,0.5
경기,의왕시,재활용가능자원 분리배출,타이어,0.0,0.0,0.0,0.0
경기,의왕시,재활용가능자원 분리배출,폐식용유,0.0,0.0,0.0,0.0
경기,의왕시,재활용가능자원 분리배출,플라스틱류,3.0,0.0,0.0,3.0
경기,의왕시,재활용가능자원 분리배출,형광등,0.0,0.0,0.0,0.0
경기,의왕시,종량제에 의한 혼합배출,가연성_고무피혁류,0.6,0.1,0.5,0.0
경기,의왕시,종량제에 의한 혼합배출,가연성_기타,8.2,1.4,6.8,0.0
경기,의왕시,종량제에 의한 혼합배출,가연성_나무류,1.0,0.2,0.8,0.0
경기,의왕시,종량제에 의한 혼합배출,가연성_음식물채소류,6.3,1.0,5.3,0.0
경기,의왕시,종량제에 의한 혼합배출,가연성_종이류,20.9,3.5,17.4,0.0
경기,의왕시,종량제에 의한 혼합배출,가연성_플라스틱류,13.0,2.2,10.8,0.0
경기,의왕시,종량제에 의한 혼합배출,불연성_금속류,1.3,0.2,1.1,0.0
경기,의왕시,종량제에 의한 혼합배출,불연성_기타,0.8,0.1,0.7,0.0
경기,의왕시,종량제에 의한 혼합배출,불연성_유리류,1.7,0.3,1.4,0.0
경기,의왕시,종량제에 의한 혼합배출,불연성_토사류,0.2,0.0,0.2,0.0
경기,의정부시,음식물류 배출(분리배출 지역일 경우),EMPTY,134.0,0.0,0.0,134.0
경기,의정부시,재활용가능자원 분리배출,가구류,13.5,0.0,0.0,13.5
경기,의정부시,재활용가능자원 분리배출,고철류,14.0,0.0,0.0,14.0
경기,의정부시,재활용가능자원 분리배출,금속캔,6.6,0.0,0.0,6.6
경기,의정부시,재활용가능자원 분리배출,기타,0.0,0.0,0.0,0.0
경기,의정부시,재활용가능자원 분리배출,기타(배출불명 등),0.0,0.0,0.0,0.0
경기,의정부시,재활용가능자원 분리배출,발포수지류,0.8,0.0,0.0,0.8
경기,의정부시,재활용가능자원 분리배출,비닐류(합성수지류),4.4,0.0,0.0,4.4
경기,의정부시,재활용가능자원 분리배출,영농폐기물,0.0,0.0,0.0,0.0
경기,의정부시,재활용가능자원 분리배출,유리병류,24.5,0.0,0.0,24.5
경기,의정부시,재활용가능자원 분리배출,윤활유,0.0,0.0,0.0,0.0
경기,의정부시,재활용가능자원 분리배출,의류,0.3,0.0,0.0,0.3
경기,의정부시,재활용가능자원 분리배출,재활용잔재물,15.8,0.0,0.0,15.8
경기,의정부시,재활용가능자원 분리배출,전자제품,2.3,0.0,0.0,2.3
경기,의정부시,재활용가능자원 분리배출,전지류,0.1,0.0,0.0,0.1
경기,의정부시,재활용가능자원 분리배출,종이류,35.2,0.0,0.0,35.2
경기,의정부시,재활용가능자원 분리배출,타이어,0.0,0.0,0.0,0.0
경기,의정부시,재활용가능자원 분리배출,폐식용유,0.1,0.0,0.0,0.1
경기,의정부시,재활용가능자원 분리배출,플라스틱류,13.4,0.0,0.0,13.4
경기,의정부시,재활용가능자원 분리배출,형광등,0.3,0.0,0.0,0.3
경기,의정부시,종량제에 의한 혼합배출,가연성_고무피혁류,5.1,0.0,5.1,0.0
경기,의정부시,종량제에 의한 혼합배출,가연성_기타,9.3,0.0,9.3,0.0
경기,의정부시,종량제에 의한 혼합배출,가연성_나무류,17.2,0.0,17.2,0.0
경기,의정부시,종량제에 의한 혼합배출,가연성_음식물채소류,16.9,0.0,16.9,0.0
경기,의정부시,종량제에 의한 혼합배출,가연성_종이류,46.7,0.0,46.7,0.0
경기,의정부시,종량제에 의한 혼합배출,가연성_플라스틱류,18.3,0.0,18.3,0.0
경기,의정부시,종량제에 의한 혼합배출,불연성_금속류,6.7,0.0,6.7,0.0
경기,의정부시,종량제에 의한 혼합배출,불연성_기타,16.5,15.0,1.5,0.0
경기,의정부시,종량제에 의한 혼합배출,불연성_유리류,6.9,0.0,6.9,0.0
경기,의정부시,종량제에 의한 혼합배출,불연성_토사류,4.6,0.0,4.6,0.0
경기,이천시,음식물류 배출(분리배출 지역일 경우),EMPTY,71.8,0.0,0.0,71.8
경기,이천시,재활용가능자원 분리배출,가구류,0.0,0.0,0.0,0.0
경기,이천시,재활용가능자원 분리배출,고철류,0.0,0.0,0.0,0.0
경기,이천시,재활용가능자원 분리배출,금속캔,1.1,0.0,0.0,1.1
경기,이천시,재활용가능자원 분리배출,기타,0.0,0.0,0.0,0.0
경기,이천시,재활용가능자원 분리배출,기타(배출불명 등),1.7,0.0,1.7,0.0
경기,이천시,재활용가능자원 분리배출,발포수지류,0.5,0.0,0.0,0.5
경기,이천시,재활용가능자원 분리배출,비닐류(합성수지류),0.0,0.0,0.0,0.0
경기,이천시,재활용가능자원 분리배출,영농폐기물,9.1,0.0,0.0,9.1
경기,이천시,재활용가능자원 분리배출,유리병류,4.0,0.0,0.0,4.0
경기,이천시,재활용가능자원 분리배출,윤활유,0.0,0.0,0.0,0.0
경기,이천시,재활용가능자원 분리배출,의류,0.0,0.0,0.0,0.0
경기,이천시,재활용가능자원 분리배출,재활용잔재물,1.0,0.0,0.0,1.0
경기,이천시,재활용가능자원 분리배출,전자제품,0.1,0.0,0.0,0.1
경기,이천시,재활용가능자원 분리배출,전지류,0.0,0.0,0.0,0.0
경기,이천시,재활용가능자원 분리배출,종이류,0.6,0.0,0.0,0.6
경기,이천시,재활용가능자원 분리배출,타이어,0.0,0.0,0.0,0.0
경기,이천시,재활용가능자원 분리배출,폐식용유,0.0,0.0,0.0,0.0
경기,이천시,재활용가능자원 분리배출,플라스틱류,4.1,0.0,0.0,4.1
경기,이천시,재활용가능자원 분리배출,형광등,0.2,0.0,0.0,0.2
경기,이천시,종량제에 의한 혼합배출,가연성_고무피혁류,4.0,0.3,3.7,0.0
경기,이천시,종량제에 의한 혼합배출,가연성_기타,0.0,0.0,0.0,0.0
경기,이천시,종량제에 의한 혼합배출,가연성_나무류,7.2,0.5,6.7,0.0
경기,이천시,종량제에 의한 혼합배출,가연성_음식물채소류,4.3,0.3,4.0,0.0
경기,이천시,종량제에 의한 혼합배출,가연성_종이류,26.3,2.0,24.3,0.0
경기,이천시,종량제에 의한 혼합배출,가연성_플라스틱류,25.9,1.9,24.0,0.0
경기,이천시,종량제에 의한 혼합배출,불연성_금속류,1.4,0.1,1.3,0.0
경기,이천시,종량제에 의한 혼합배출,불연성_기타,0.0,0.0,0.0,0.0
경기,이천시,종량제에 의한 혼합배출,불연성_유리류,2.5,0.2,2.3,0.0
경기,이천시,종량제에 의한 혼합배출,불연성_토사류,0.0,0.0,0.0,0.0
경기,파주시,음식물류 배출(분리배출 지역일 경우),EMPTY,91.8,0.0,0.0,91.8
경기,파주시,재활용가능자원 분리배출,가구류,0.0,0.0,0.0,0.0
경기,파주시,재활용가능자원 분리배출,고철류,3.7,0.0,0.0,3.7
경기,파주시,재활용가능자원 분리배출,금속캔,5.9,0.0,0.0,5.9
경기,파주시,재활용가능자원 분리배출,기타,10.1,0.0,0.0,10.1
경기,파주시,재활용가능자원 분리배출,기타(배출불명 등),30.5,0.0,30.5,0.0
경기,파주시,재활용가능자원 분리배출,발포수지류,0.3,0.0,0.0,0.3
경기,파주시,재활용가능자원 분리배출,비닐류(합성수지류),7.8,0.0,0.0,7.8
경기,파주시,재활용가능자원 분리배출,영농폐기물,0.0,0.0,0.0,0.0
경기,파주시,재활용가능자원 분리배출,유리병류,15.7,0.0,0.0,15.7
경기,파주시,재활용가능자원 분리배출,윤활유,0.0,0.0,0.0,0.0
경기,파주시,재활용가능자원 분리배출,의류,0.1,0.0,0.0,0.1
경기,파주시,재활용가능자원 분리배출,재활용잔재물,0.4,0.0,0.0,0.4
경기,파주시,재활용가능자원 분리배출,전자제품,0.0,0.0,0.0,0.0
경기,파주시,재활용가능자원 분리배출,전지류,0.0,0.0,0.0,0.0
경기,파주시,재활용가능자원 분리배출,종이류,58.9,0.0,0.0,58.9
경기,파주시,재활용가능자원 분리배출,타이어,0.0,0.0,0.0,0.0
경기,파주시,재활용가능자원 분리배출,폐식용유,0.0,0.0,0.0,0.0
경기,파주시,재활용가능자원 분리배출,플라스틱류,26.3,0.0,0.0,26.3
경기,파주시,재활용가능자원 분리배출,형광등,0.0,0.0,0.0,0.0
경기,파주시,종량제에 의한 혼합배출,가연성_고무피혁류,1.6,0.0,1.6,0.0
경기,파주시,종량제에 의한 혼합배출,가연성_기타,17.3,0.0,17.3,0.0
경기,파주시,종량제에 의한 혼합배출,가연성_나무류,19.1,0.0,19.1,0.0
경기,파주시,종량제에 의한 혼합배출,가연성_음식물채소류,13.8,0.0,13.8,0.0
경기,파주시,종량제에 의한 혼합배출,가연성_종이류,42.8,0.0,42.8,0.0
경기,파주시,종량제에 의한 혼합배출,가연성_플라스틱류,48.0,0.0,46.1,1.9
경기,파주시,종량제에 의한 혼합배출,불연성_금속류,2.3,0.0,2.3,0.0
경기,파주시,종량제에 의한 혼합배출,불연성_기타,11.8,4.4,0.0,7.4
경기,파주시,종량제에 의한 혼합배출,불연성_유리류,1.8,0.0,1.8,0.0
경기,파주시,종량제에 의한 혼합배출,불연성_토사류,0.0,0.0,0.0,0.0
경기,평택시,음식물류 배출(분리배출 지역일 경우),EMPTY,135.7,0.0,0.0,135.7
경기,평택시,재활용가능자원 분리배출,가구류,0.0,0.0,0.0,0.0
경기,평택시,재활용가능자원 분리배출,고철류,2.6,0.0,0.0,2.6
경기,평택시,재활용가능자원 분리배출,금속캔,1.5,0.0,0.0,1.5
경기,평택시,재활용가능자원 분리배출,기타,20.0,0.0,0.0,20.0
경기,평택시,재활용가능자원 분리배출,기타(배출불명 등),0.0,0.0,0.0,0.0
경기,평택시,재활용가능자원 분리배출,발포수지류,0.6,0.0,0.0,0.6
경기,평택시,재활용가능자원 분리배출,비닐류(합성수지류),48.0,0.0,0.0,48.0
경기,평택시,재활용가능자원 분리배출,영농폐기물,0.0,0.0,0.0,0.0
경기,평택시,재활용가능자원 분리배출,유리병류,5.7,0.0,0.0,5.7
경기,평택시,재활용가능자원 분리배출,윤활유,0.0,0.0,0.0,0.0
경기,평택시,재활용가능자원 분리배출,의류,0.2,0.0,0.0,0.2
경기,평택시,재활용가능자원 분리배출,재활용잔재물,0.0,0.0,0.0,0.0
경기,평택시,재활용가능자원 분리배출,전자제품,0.2,0.0,0.0,0.2
경기,평택시,재활용가능자원 분리배출,전지류,0.1,0.0,0.0,0.1
경기,평택시,재활용가능자원 분리배출,종이류,10.4,0.0,0.0,10.4
경기,평택시,재활용가능자원 분리배출,타이어,0.0,0.0,0.0,0.0
경기,평택시,재활용가능자원 분리배출,폐식용유,0.0,0.0,0.0,0.0
경기,평택시,재활용가능자원 분리배출,플라스틱류,12.6,0.0,0.0,12.6
경기,평택시,재활용가능자원 분리배출,형광등,0.1,0.0,0.0,0.1
경기,평택시,종량제에 의한 혼합배출,가연성_고무피혁류,6.6,4.8,1.8,0.0
경기,평택시,종량제에 의한 혼합배출,가연성_기타,69.0,54.0,15.0,0.0
경기,평택시,종량제에 의한 혼합배출,가연성_나무류,12.8,8.4,4.4,0.0
경기,평택시,종량제에 의한 혼합배출,가연성_음식물채소류,7.8,6.0,1.8,0.0
경기,평택시,종량제에 의한 혼합배출,가연성_종이류,25.4,19.2,6.2,0.0
경기,평택시,종량제에 의한 혼합배출,가연성_플라스틱류,28.9,21.6,7.3,0.0
경기,평택시,종량제에 의한 혼합배출,불연성_금속류,0.3,0.3,0.0,0.0
경기,평택시,종량제에 의한 혼합배출,불연성_기타,3.7,3.7,0.0,0.0
경기,평택시,종량제에 의한 혼합배출,불연성_유리류,2.7,2.7,0.0,0.0
경기,평택시,종량제에 의한 혼합배출,불연성_토사류,0.1,0.1,0.0,0.0
경기,포천시,음식물류 배출(분리배출 지역일 경우),EMPTY,32.4,0.0,0.0,32.4
경기,포천시,재활용가능자원 분리배출,가구류,1.5,0.0,0.0,1.5
경기,포천시,재활용가능자원 분리배출,고철류,0.4,0.0,0.0,0.4
경기,포천시,재활용가능자원 분리배출,금속캔,0.5,0.0,0.0,0.5
경기,포천시,재활용가능자원 분리배출,기타,0.0,0.0,0.0,0.0
경기,포천시,재활용가능자원 분리배출,기타(배출불명 등),0.2,0.0,0.2,0.0
경기,포천시,재활용가능자원 분리배출,발포수지류,0.1,0.0,0.0,0.1
경기,포천시,재활용가능자원 분리배출,비닐류(합성수지류),0.2,0.0,0.0,0.2
경기,포천시,재활용가능자원 분리배출,영농폐기물,0.0,0.0,0.0,0.0
경기,포천시,재활용가능자원 분리배출,유리병류,1.5,0.0,0.0,1.5
경기,포천시,재활용가능자원 분리배출,윤활유,0.0,0.0,0.0,0.0
경기,포천시,재활용가능자원 분리배출,의류,0.0,0.0,0.0,0.0
경기,포천시,재활용가능자원 분리배출,재활용잔재물,3.2,0.0,0.0,3.2
경기,포천시,재활용가능자원 분리배출,전자제품,0.2,0.0,0.0,0.2
경기,포천시,재활용가능자원 분리배출,전지류,0.1,0.0,0.0,0.1
경기,포천시,재활용가능자원 분리배출,종이류,0.4,0.0,0.0,0.4
경기,포천시,재활용가능자원 분리배출,타이어,0.0,0.0,0.0,0.0
경기,포천시,재활용가능자원 분리배출,폐식용유,0.0,0.0,0.0,0.0
경기,포천시,재활용가능자원 분리배출,플라스틱류,1.6,0.0,0.0,1.6
경기,포천시,재활용가능자원 분리배출,형광등,0.1,0.0,0.0,0.1
경기,포천시,종량제에 의한 혼합배출,가연성_고무피혁류,0.9,0.0,0.9,0.0
경기,포천시,종량제에 의한 혼합배출,가연성_기타,24.0,0.0,24.0,0.0
경기,포천시,종량제에 의한 혼합배출,가연성_나무류,1.5,0.0,1.5,0.0
경기,포천시,종량제에 의한 혼합배출,가연성_음식물채소류,3.1,0.0,3.1,0.0
경기,포천시,종량제에 의한 혼합배출,가연성_종이류,21.5,0.0,21.5,0.0
경기,포천시,종량제에 의한 혼합배출,가연성_플라스틱류,14.5,0.0,14.5,0.0
경기,포천시,종량제에 의한 혼합배출,불연성_금속류,1.5,0.0,1.5,0.0
경기,포천시,종량제에 의한 혼합배출,불연성_기타,10.7,9.1,1.6,0.0
경기,포천시,종량제에 의한 혼합배출,불연성_유리류,1.7,0.0,1.7,0.0
경기,포천시,종량제에 의한 혼합배출,불연성_토사류,3.2,2.7,0.5,0.0
경기,하남시,음식물류 배출(분리배출 지역일 경우),EMPTY,62.9,0.0,0.0,62.9
경기,하남시,재활용가능자원 분리배출,가구류,5.9,0.0,0.0,5.9
경기,하남시,재활용가능자원 분리배출,고철류,0.0,0.0,0.0,0.0
경기,하남시,재활용가능자원 분리배출,금속캔,0.5,0.0,0.0,0.5
경기,하남시,재활용가능자원 분리배출,기타,2.0,0.0,0.0,2.0
경기,하남시,재활용가능자원 분리배출,기타(배출불명 등),0.0,0.0,0.0,0.0
경기,하남시,재활용가능자원 분리배출,발포수지류,0.5,0.0,0.0,0.5
경기,하남시,재활용가능자원 분리배출,비닐류(합성수지류),1.7,0.0,0.0,1.7
경기,하남시,재활용가능자원 분리배출,영농폐기물,0.0,0.0,0.0,0.0
경기,하남시,재활용가능자원 분리배출,유리병류,1.1,0.0,0.0,1.1
경기,하남시,재활용가능자원 분리배출,윤활유,0.0,0.0,0.0,0.0
경기,하남시,재활용가능자원 분리배출,의류,0.0,0.0,0.0,0.0
경기,하남시,재활용가능자원 분리배출,재활용잔재물,3.2,0.0,0.0,3.2
경기,하남시,재활용가능자원 분리배출,전자제품,0.3,0.0,0.0,0.3
경기,하남시,재활용가능자원 분리배출,전지류,0.1,0.0,0.0,0.1
경기,하남시,재활용가능자원 분리배출,종이류,0.4,0.0,0.0,0.4
경기,하남시,재활용가능자원 분리배출,타이어,0.0,0.0,0.0,0.0
경기,하남시,재활용가능자원 분리배출,폐식용유,0.0,0.0,0.0,0.0
경기,하남시,재활용가능자원 분리배출,플라스틱류,2.3,0.0,0.0,2.3
경기,하남시,재활용가능자원 분리배출,형광등,0.0,0.0,0.0,0.0
경기,하남시,종량제에 의한 혼합배출,가연성_고무피혁류,9.5,0.0,9.5,0.0
경기,하남시,종량제에 의한 혼합배출,가연성_기타,7.4,0.0,7.4,0.0
경기,하남시,종량제에 의한 혼합배출,가연성_나무류,9.3,0.0,9.3,0.0
경기,하남시,종량제에 의한 혼합배출,가연성_음식물채소류,11.1,0.0,11.1,0.0
경기,하남시,종량제에 의한 혼합배출,가연성_종이류,12.6,0.0,12.6,0.0
경기,하남시,종량제에 의한 혼합배출,가연성_플라스틱류,10.3,0.0,10.3,0.0
경기,하남시,종량제에 의한 혼합배출,불연성_금속류,0.0,0.0,0.0,0.0
경기,하남시,종량제에 의한 혼합배출,불연성_기타,9.5,0.0,9.5,0.0
경기,하남시,종량제에 의한 혼합배출,불연성_유리류,0.0,0.0,0.0,0.0
경기,하남시,종량제에 의한 혼합배출,불연성_토사류,0.0,0.0,0.0,0.0
경기,화성시,음식물류 배출(분리배출 지역일 경우),EMPTY,193.6,0.0,0.0,193.6
경기,화성시,재활용가능자원 분리배출,가구류,13.3,0.0,0.0,13.3
경기,화성시,재활용가능자원 분리배출,고철류,0.3,0.0,0.0,0.3
경기,화성시,재활용가능자원 분리배출,금속캔,0.0,0.0,0.0,0.0
경기,화성시,재활용가능자원 분리배출,기타,0.0,0.0,0.0,0.0
경기,화성시,재활용가능자원 분리배출,기타(배출불명 등),0.0,0.0,0.0,0.0
경기,화성시,재활용가능자원 분리배출,발포수지류,3.5,0.0,0.0,3.5
경기,화성시,재활용가능자원 분리배출,비닐류(합성수지류),13.3,0.0,0.0,13.3
경기,화성시,재활용가능자원 분리배출,영농폐기물,0.0,0.0,0.0,0.0
경기,화성시,재활용가능자원 분리배출,유리병류,9.6,0.0,0.0,9.6
경기,화성시,재활용가능자원 분리배출,윤활유,0.0,0.0,0.0,0.0
경기,화성시,재활용가능자원 분리배출,의류,0.0,0.0,0.0,0.0
경기,화성시,재활용가능자원 분리배출,재활용잔재물,18.3,0.0,0.0,18.3
경기,화성시,재활용가능자원 분리배출,전자제품,2.7,0.0,0.0,2.7
경기,화성시,재활용가능자원 분리배출,전지류,0.0,0.0,0.0,0.0
경기,화성시,재활용가능자원 분리배출,종이류,0.6,0.0,0.0,0.6
경기,화성시,재활용가능자원 분리배출,타이어,0.0,0.0,0.0,0.0
경기,화성시,재활용가능자원 분리배출,폐식용유,0.0,0.0,0.0,0.0
경기,화성시,재활용가능자원 분리배출,플라스틱류,10.9,0.0,0.0,10.9
경기,화성시,재활용가능자원 분리배출,형광등,2.7,0.0,0.0,2.7
경기,화성시,종량제에 의한 혼합배출,가연성_고무피혁류,2.0,0.0,2.0,0.0
경기,화성시,종량제에 의한 혼합배출,가연성_기타,32.8,0.0,32.8,0.0
경기,화성시,종량제에 의한 혼합배출,가연성_나무류,3.5,0.0,3.5,0.0
경기,화성시,종량제에 의한 혼합배출,가연성_음식물채소류,22.4,0.0,22.4,0.0
경기,화성시,종량제에 의한 혼합배출,가연성_종이류,76.9,0.0,76.9,0.0
경기,화성시,종량제에 의한 혼합배출,가연성_플라스틱류,62.4,0.0,62.4,0.0
경기,화성시,종량제에 의한 혼합배출,불연성_금속류,2.5,0.0,2.5,0.0
경기,화성시,종량제에 의한 혼합배출,불연성_기타,14.1,4.6,9.5,0.0
경기,화성시,종량제에 의한 혼합배출,불연성_유리류,0.8,0.0,0.8,0.0
경기,화성시,종량제에 의한 혼합배출,불연성_토사류,11.9,8.7,3.2,0.0
경남,거제시,음식물류 배출(분리배출 지역일 경우),EMPTY,67.4,0.0,0.7,66.7
경남,거제시,재활용가능자원 분리배출,가구류,0.0,0.0,0.0,0.0
경남,거제시,재활용가능자원 분리배출,고철류,19.5,0.0,0.0,19.5
경남,거제시,재활용가능자원 분리배출,금속캔,2.7,0.0,0.0,2.7
경남,거제시,재활용가능자원 분리배출,기타,0.0,0.0,0.0,0.0
경남,거제시,재활용가능자원 분리배출,기타(배출불명 등),2.4,0.0,2.4,0.0
경남,거제시,재활용가능자원 분리배출,발포수지류,0.2,0.0,0.0,0.2
경남,거제시,재활용가능자원 분리배출,비닐류(합성수지류),5.8,0.0,0.0,5.8
경남,거제시,재활용가능자원 분리배출,영농폐기물,0.0,0.0,0.0,0.0
경남,거제시,재활용가능자원 분리배출,유리병류,3.8,0.0,0.0,3.8
경남,거제시,재활용가능자원 분리배출,윤활유,0.0,0.0,0.0,0.0
경남,거제시,재활용가능자원 분리배출,의류,0.1,0.0,0.0,0.1
경남,거제시,재활용가능자원 분리배출,재활용잔재물,11.4,0.0,0.0,11.4
경남,거제시,재활용가능자원 분리배출,전자제품,2.0,0.0,0.0,2.0
경남,거제시,재활용가능자원 분리배출,전지류,0.0,0.0,0.0,0.0
경남,거제시,재활용가능자원 분리배출,종이류,0.7,0.0,0.0,0.7
경남,거제시,재활용가능자원 분리배출,타이어,0.0,0.0,0.0,0.0
경남,거제시,재활용가능자원 분리배출,폐식용유,0.1,0.0,0.0,0.1
경남,거제시,재활용가능자원 분리배출,플라스틱류,4.3,0.0,0.0,4.3
경남,거제시,재활용가능자원 분리배출,형광등,0.1,0.0,0.0,0.1
경남,거제시,종량제에 의한 혼합배출,가연성_고무피혁류,5.0,0.0,5.0,0.0
경남,거제시,종량제에 의한 혼합배출,가연성_기타,20.6,0.0,20.6,0.0
